Date,Symbol,SecurityName,Quantity,YEAR
02-JAN-2020,BHARATFORG,BHARAT FORGE LTD,"93,600",2020
02-JAN-2020,RBLBANK,RBL BANK LIMITED,"57,000",2020
03-JAN-2020,BERGEPAINT,BERGER PAINTS (I) LIMITED,"44,000",2020
03-JAN-2020,BHARATFORG,BHARAT FORGE LTD,"5,200",2020
03-JAN-2020,INFY,INFOSYS TECHNOLOGIES LTD,"25,200",2020
03-JAN-2020,RBLBANK,RBL BANK LIMITED,"3,000",2020
03-JAN-2020,TATASTEEL,TATA STEEL LIMITED,"12,000",2020
06-JAN-2020,BHARATFORG,BHARAT FORGE LTD,"32,500",2020
06-JAN-2020,BIOCON,BIOCON LIMITED.,"69,000",2020
06-JAN-2020,INFRATEL,BHARTI INFRATEL LIMITED,"12,000",2020
06-JAN-2020,PEL,PIRAMAL ENTERPRISES LTD,"24,720",2020
07-JAN-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"24,800",2020
07-JAN-2020,PEL,PIRAMAL ENTERPRISES LTD,"39,552",2020
07-JAN-2020,RBLBANK,RBL BANK LIMITED,"21,000",2020
08-JAN-2020,HDFCBANK,HDFC BANK LTD,"1,500",2020
08-JAN-2020,HDFCBANK,HDFC BANK LTD,"3,000",2020
08-JAN-2020,JUBLFOOD,JUBILANT FOODWORKS LTD,"7,500",2020
08-JAN-2020,JUBLFOOD,JUBILANT FOODWORKS LTD,"10,000",2020
08-JAN-2020,JUBLFOOD,JUBILANT FOODWORKS LTD,"17,500",2020
09-JAN-2020,HDFCBANK,HDFC BANK LTD,"3,500",2020
09-JAN-2020,INFRATEL,BHARTI INFRATEL LIMITED,"68,000",2020
09-JAN-2020,JUBLFOOD,JUBILANT FOODWORKS LTD,"17,000",2020
10-JAN-2020,BHARTIARTL,BHARTI AIRTEL LIMITED,"3,46,137",2020
10-JAN-2020,HDFCBANK,HDFC BANK LTD,"9,000",2020
10-JAN-2020,INFRATEL,BHARTI INFRATEL LIMITED,"36,000",2020
13-JAN-2020,BHARTIARTL,BHARTI AIRTEL LIMITED,"1,66,590",2020
13-JAN-2020,HDFCBANK,HDFC BANK LTD,"15,500",2020
13-JAN-2020,IGL,INDRAPRASTHA GAS LTD,"16,500",2020
14-JAN-2020,BERGEPAINT,BERGER PAINTS (I) LIMITED,"37,400",2020
14-JAN-2020,TATAGLOBAL,TATA GLOBAL BEVERAGES LTD,"3,29,400",2020
15-JAN-2020,BERGEPAINT,BERGER PAINTS (I) LIMITED,"19,800",2020
15-JAN-2020,BHARTIARTL,BHARTI AIRTEL LIMITED,"96,252",2020
16-JAN-2020,BERGEPAINT,BERGER PAINTS (I) LIMITED,"2,200",2020
16-JAN-2020,BHARTIARTL,BHARTI AIRTEL LIMITED,"1,07,358",2020
17-JAN-2020,BERGEPAINT,BERGER PAINTS (I) LIMITED,"50,442",2020
17-JAN-2020,BHARTIARTL,BHARTI AIRTEL LIMITED,"1,24,017",2020
17-JAN-2020,JUSTDIAL,JUST DIAL LIMITED,"9,800",2020
21-JAN-2020,IOC,INDIAN OIL CORP LTD,"7,96,000",2020
22-JAN-2020,IOC,INDIAN OIL CORP LTD,"5,24,000",2020
23-JAN-2020,POWERGRID,POWER GRID CORP. LTD.,"1,80,000",2020
27-JAN-2020,JUBLFOOD,JUBILANT FOODWORKS LTD,"29,000",2020
28-JAN-2020,INFRATEL,BHARTI INFRATEL LIMITED,"24,000",2020
28-JAN-2020,RBLBANK,RBL BANK LIMITED,"55,500",2020
29-JAN-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"1,200",2020
30-JAN-2020,COLPAL,COLGATE PALMOLIVE LTD.,700,2020
30-JAN-2020,ESCORTS,ESCORTS INDIA LTD,"17,600",2020
30-JAN-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"60,000",2020
30-JAN-2020,POWERGRID,POWER GRID CORP. LTD.,"20,000",2020
30-JAN-2020,RAMCOCEM,THE RAMCO CEMENTS LIMITED,"81,600",2020
31-JAN-2020,BEL,BHARAT ELECTRONICS LTD,"3,36,000",2020
31-JAN-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"53,600",2020
31-JAN-2020,NTPC,NTPC LTD,"96,000",2020
31-JAN-2020,RAMCOCEM,THE RAMCO CEMENTS LIMITED,"22,400",2020
01-FEB-2020,EICHERMOT,EICHER MOTORS LIMITED,990,2020
01-FEB-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"41,822",2020
01-FEB-2020,NTPC,NTPC LTD,"1,72,800",2020
01-FEB-2020,ONGC,OIL AND NATURAL GAS CORP.,"2,82,900",2020
01-FEB-2020,POWERGRID,POWER GRID CORP. LTD.,"56,000",2020
01-FEB-2020,TCS,TATA CONSULTANCY SERV LT,"20,000",2020
03-FEB-2020,CUMMINSIND,CUMMINS INDIA LTD,"2,700",2020
03-FEB-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"9,378",2020
04-FEB-2020,WIPRO,WIPRO LTD,"3,200",2020
05-FEB-2020,BHARATFORG,BHARAT FORGE LTD,"1,300",2020
05-FEB-2020,ICICIPRULI,ICICI PRU LIFE INS CO LTD,"37,500",2020
05-FEB-2020,ONGC,OIL AND NATURAL GAS CORP.,"24,600",2020
05-FEB-2020,TCS,TATA CONSULTANCY SERV LT,"40,000",2020
05-FEB-2020,TITAN,TITAN INDUSTRIES LTD,"9,750",2020
06-FEB-2020,RELIANCE,RELIANCE INDUSTRIES LTD,"30,000",2020
06-FEB-2020,SRTRANSFIN,SHRIRAM TRANSPORT FIN CO.,"9,600",2020
07-FEB-2020,BHARATFORG,BHARAT FORGE LTD,"16,900",2020
07-FEB-2020,EICHERMOT,EICHER MOTORS LIMITED,510,2020
07-FEB-2020,HAVELLS,HAVELLS INDIA LIMITED,"1,000",2020
07-FEB-2020,HDFCBANK,HDFC BANK LTD,"16,000",2020
07-FEB-2020,ICICIPRULI,ICICI PRU LIFE INS CO LTD,"1,21,500",2020
07-FEB-2020,SRTRANSFIN,SHRIRAM TRANSPORT FIN CO.,"6,000",2020
11-FEB-2020,BHARATFORG,BHARAT FORGE LTD,"45,500",2020
11-FEB-2020,HAVELLS,HAVELLS INDIA LIMITED,"3,000",2020
11-FEB-2020,PAGEIND,PAGE INDUSTRIES LTD,225,2020
11-FEB-2020,TCS,TATA CONSULTANCY SERV LT,"20,000",2020
11-FEB-2020,YESBANK,YES BANK LIMITED,"8,800",2020
12-FEB-2020,HAVELLS,HAVELLS INDIA LIMITED,"53,000",2020
12-FEB-2020,RELIANCE,RELIANCE INDUSTRIES LTD,"6,008",2020
12-FEB-2020,SRTRANSFIN,SHRIRAM TRANSPORT FIN CO.,"15,000",2020
13-FEB-2020,HDFCBANK,HDFC BANK LTD,"43,000",2020
13-FEB-2020,HINDUNILVR,HINDUSTAN UNILEVER LTD.,"11,400",2020
13-FEB-2020,PAGEIND,PAGE INDUSTRIES LTD,"1,025",2020
13-FEB-2020,RELIANCE,RELIANCE INDUSTRIES LTD,"20,492",2020
13-FEB-2020,SRTRANSFIN,SHRIRAM TRANSPORT FIN CO.,600,2020
14-FEB-2020,INFRATEL,BHARTI INFRATEL LIMITED,"40,000",2020
17-FEB-2020,SRTRANSFIN,SHRIRAM TRANSPORT FIN CO.,"6,600",2020
20-FEB-2020,HDFCBANK,HDFC BANK LTD,"17,500",2020
25-FEB-2020,BHARATFORG,BHARAT FORGE LTD,"22,100",2020
26-FEB-2020,BAJAJ-AUTO,BAJAJ AUTO LIMITED,"5,250",2020
26-FEB-2020,BHARATFORG,BHARAT FORGE LTD,"59,800",2020
26-FEB-2020,PAGEIND,PAGE INDUSTRIES LTD,425,2020
27-FEB-2020,HDFCBANK,HDFC BANK LTD,"49,000",2020
27-FEB-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"1,50,400",2020
27-FEB-2020,POWERGRID,POWER GRID CORP. LTD.,"1,00,000",2020
27-FEB-2020,PVR,PVR LIMITED,"12,000",2020
27-FEB-2020,TECHM,TECH MAHINDRA LIMITED,"7,200",2020
28-FEB-2020,BAJFINANCE,BAJAJ FINANCE LIMITED,"58,250",2020
28-FEB-2020,RAMCOCEM,THE RAMCO CEMENTS LIMITED,"8,000",2020
28-FEB-2020,TATACHEM,TATA CHEMICALS LTD,"35,69,000",2020
02-MAR-2020,INDIGO,INTERGLOBE AVIATION LTD,"9,600",2020
02-MAR-2020,NMDC,NMDC LTD.,"96,000",2020
02-MAR-2020,NTPC,NTPC LTD,"96,000",2020
02-MAR-2020,ONGC,OIL AND NATURAL GAS CORP.,"28,700",2020
02-MAR-2020,POWERGRID,POWER GRID CORP. LTD.,"20,000",2020
03-MAR-2020,BIOCON,BIOCON LIMITED.,"4,600",2020
03-MAR-2020,IOC,INDIAN OIL CORP LTD,"1,00,000",2020
03-MAR-2020,NTPC,NTPC LTD,"1,72,800",2020
03-MAR-2020,POWERGRID,POWER GRID CORP. LTD.,"76,000",2020
03-MAR-2020,PVR,PVR LIMITED,"4,000",2020
04-MAR-2020,CIPLA,CIPLA LTD,"9,200",2020
04-MAR-2020,IOC,INDIAN OIL CORP LTD,"88,000",2020
04-MAR-2020,M&M,MAHINDRA & MAHINDRA LTD,"32,000",2020
04-MAR-2020,PAGEIND,PAGE INDUSTRIES LTD,725,2020
04-MAR-2020,RAMCOCEM,THE RAMCO CEMENTS LIMITED,"8,000",2020
04-MAR-2020,TITAN,TITAN INDUSTRIES LTD,"2,250",2020
06-MAR-2020,CUMMINSIND,CUMMINS INDIA LTD,"14,400",2020
06-MAR-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"33,708",2020
06-MAR-2020,RBLBANK,RBL BANK LIMITED,"55,500",2020
09-MAR-2020,ASIANPAINT,ASIAN PAINTS LIMITED,"38,400",2020
09-MAR-2020,HDFCBANK,HDFC BANK LTD,"66,113",2020
09-MAR-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,692,2020
12-MAR-2020,IDFCBANK,IDFC BANK LIMITED,"4,08,000",2020
12-MAR-2020,JUBLFOOD,JUBILANT FOODWORKS LTD,"40,000",2020
12-MAR-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"2,400",2020
12-MAR-2020,PEL,PIRAMAL ENTERPRISES LTD,"12,669",2020
12-MAR-2020,UBL,UNITED BREWERIES LIMITED,"27,300",2020
13-MAR-2020,BALKRISIND,BALKRISHNA IND. LTD,"4,000",2020
13-MAR-2020,HDFC,HDFC LTD,"2,500",2020
13-MAR-2020,HDFCBANK,HDFC BANK LTD,"59,000",2020
13-MAR-2020,HEROMOTOCO,HERO MOTOCORP LTD,200,2020
13-MAR-2020,TATASTEEL,TATA STEEL LIMITED,"88,500",2020
13-MAR-2020,TITAN,TITAN INDUSTRIES LTD,"1,500",2020
18-MAR-2020,ICICIBANK,ICICI BANK LTD.,"4,125",2020
26-MAR-2020,HDFCBANK,HDFC BANK LTD,"2,14,000",2020
26-MAR-2020,ICICIBANK,ICICI BANK LTD.,"19,250",2020
26-MAR-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"1,76,400",2020
26-MAR-2020,RAMCOCEM,THE RAMCO CEMENTS LIMITED,"13,600",2020
01-APR-2020,ASIANPAINT,ASIAN PAINTS LIMITED,600,2020
01-APR-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"32,400",2020
01-APR-2020,TATASTEEL,TATA STEEL LIMITED,"1,11,000",2020
03-APR-2020,BATAINDIA,BATA INDIA LTD,"2,200",2020
03-APR-2020,HAVELLS,HAVELLS INDIA LIMITED,"40,000",2020
03-APR-2020,HDFCBANK,HDFC BANK LTD,"42,500",2020
03-APR-2020,TATASTEEL,TATA STEEL LIMITED,"1,36,500",2020
03-APR-2020,VOLTAS,VOLTAS LTD,"1,000",2020
07-APR-2020,CADILAHC,CADILA HEALTHCARE LIMITED,"55,000",2020
07-APR-2020,HDFCBANK,HDFC BANK LTD,"22,500",2020
07-APR-2020,HINDUNILVR,HINDUSTAN UNILEVER LTD.,"38,400",2020
08-APR-2020,CADILAHC,CADILA HEALTHCARE LIMITED,"8,800",2020
08-APR-2020,HDFCBANK,HDFC BANK LTD,"48,000",2020
08-APR-2020,HINDUNILVR,HINDUSTAN UNILEVER LTD.,"18,300",2020
08-APR-2020,ICICIBANK,ICICI BANK LTD.,"2,99,750",2020
13-APR-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"2,400",2020
15-APR-2020,HAVELLS,HAVELLS INDIA LIMITED,"40,000",2020
15-APR-2020,HINDUNILVR,HINDUSTAN UNILEVER LTD.,"29,700",2020
17-APR-2020,SRTRANSFIN,SHRIRAM TRANSPORT FIN CO.,"21,000",2020
20-APR-2020,UJJIVAN,UJJIVAN FIN. SERVC. LTD.,"47,600",2020
21-APR-2020,IDFCBANK,IDFC BANK LIMITED,"1,20,000",2020
21-APR-2020,PAGEIND,PAGE INDUSTRIES LTD,225,2020
21-APR-2020,TATASTEEL,TATA STEEL LIMITED,"27,000",2020
21-APR-2020,TVSMOTOR,TVS MOTOR COMPANY LTD,"5,400",2020
21-APR-2020,UJJIVAN,UJJIVAN FIN. SERVC. LTD.,"52,700",2020
22-APR-2020,HDFCBANK,HDFC BANK LTD,"34,000",2020
22-APR-2020,TATASTEEL,TATA STEEL LIMITED,"7,500",2020
23-APR-2020,BRITANNIA,BRITANNIA INDUSTRIES LIMITED,"11,800",2020
23-APR-2020,HDFCBANK,HDFC BANK LTD,"27,500",2020
23-APR-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"44,347",2020
24-APR-2020,BRITANNIA,BRITANNIA INDUSTRIES LIMITED,800,2020
24-APR-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"29,600",2020
24-APR-2020,SRTRANSFIN,SHRIRAM TRANSPORT FIN CO.,"12,600",2020
24-APR-2020,UJJIVAN,UJJIVAN FIN. SERVC. LTD.,"10,200",2020
27-APR-2020,BRITANNIA,BRITANNIA INDUSTRIES LIMITED,"5,000",2020
05-MAY-2020,ASHOKLEY,ASHOK LEYLAND LTD,"2,00,000",2020
05-MAY-2020,BHARATFORG,BHARAT FORGE LTD,"14,300",2020
05-MAY-2020,INDIGO,INTERGLOBE AVIATION LTD,"9,900",2020
07-MAY-2020,BHARATFORG,BHARAT FORGE LTD,"14,300",2020
07-MAY-2020,TATACHEM,TATA CHEMICALS LTD,"18,000",2020
07-MAY-2020,TVSMOTOR,TVS MOTOR COMPANY LTD,"1,350",2020
08-MAY-2020,HINDUNILVR,HINDUSTAN UNILEVER LTD.,"36,900",2020
11-MAY-2020,HINDUNILVR,HINDUSTAN UNILEVER LTD.,"27,000",2020
13-MAY-2020,PEL,PIRAMAL ENTERPRISES LTD,"7,107",2020
14-MAY-2020,PEL,PIRAMAL ENTERPRISES LTD,"36,462",2020
15-MAY-2020,LT,LARSEN & TOUBRO LTD.,750,2020
15-MAY-2020,PEL,PIRAMAL ENTERPRISES LTD,"1,236",2020
18-MAY-2020,BANDHANBNK,BANDHAN BANK LIMITED,"56,400",2020
18-MAY-2020,HDFCBANK,HDFC BANK LTD,"20,000",2020
18-MAY-2020,PEL,PIRAMAL ENTERPRISES LTD,"16,686",2020
18-MAY-2020,TATASTEEL,TATA STEEL LIMITED,"45,000",2020
18-MAY-2020,UJJIVAN,UJJIVAN FIN. SERVC. LTD.,"28,900",2020
19-MAY-2020,HDFCBANK,HDFC BANK LTD,"27,500",2020
19-MAY-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"27,290",2020
19-MAY-2020,TATACHEM,TATA CHEMICALS LTD,900,2020
20-MAY-2020,BAJAJ-AUTO,BAJAJ AUTO LIMITED,"1,250",2020
20-MAY-2020,PEL,PIRAMAL ENTERPRISES LTD,618,2020
21-MAY-2020,HDFCBANK,HDFC BANK LTD,"1,47,500",2020
21-MAY-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"2,95,600",2020
21-MAY-2020,LICHSGFIN,LIC HOUSING FINANCE LTD,"49,400",2020
21-MAY-2020,PAGEIND,PAGE INDUSTRIES LTD,500,2020
22-MAY-2020,BANDHANBNK,BANDHAN BANK LIMITED,"98,400",2020
22-MAY-2020,HDFCBANK,HDFC BANK LTD,"1,15,000",2020
22-MAY-2020,PEL,PIRAMAL ENTERPRISES LTD,"2,163",2020
26-MAY-2020,ASIANPAINT,ASIAN PAINTS LIMITED,"25,800",2020
26-MAY-2020,BANDHANBNK,BANDHAN BANK LIMITED,"16,800",2020
26-MAY-2020,BRITANNIA,BRITANNIA INDUSTRIES LIMITED,"16,800",2020
26-MAY-2020,IDFCBANK,IDFC BANK LIMITED,"60,000",2020
26-MAY-2020,RAMCOCEM,THE RAMCO CEMENTS LIMITED,"13,600",2020
26-MAY-2020,TATAGLOBAL,TATA GLOBAL BEVERAGES LTD,"97,200",2020
27-MAY-2020,ASIANPAINT,ASIAN PAINTS LIMITED,"27,600",2020
27-MAY-2020,BALKRISIND,BALKRISHNA IND. LTD,"4,000",2020
27-MAY-2020,BRITANNIA,BRITANNIA INDUSTRIES LIMITED,"23,800",2020
27-MAY-2020,TATAGLOBAL,TATA GLOBAL BEVERAGES LTD,"1,18,800",2020
27-MAY-2020,TVSMOTOR,TVS MOTOR COMPANY LTD,"40,500",2020
28-MAY-2020,ASIANPAINT,ASIAN PAINTS LIMITED,"16,126",2020
28-MAY-2020,BALKRISIND,BALKRISHNA IND. LTD,"4,800",2020
28-MAY-2020,HDFCBANK,HDFC BANK LTD,"57,500",2020
28-MAY-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"45,600",2020
28-MAY-2020,PEL,PIRAMAL ENTERPRISES LTD,"7,725",2020
28-MAY-2020,TCS,TATA CONSULTANCY SERV LT,"8,750",2020
29-MAY-2020,BIOCON,BIOCON LIMITED.,"4,600",2020
29-MAY-2020,BRITANNIA,BRITANNIA INDUSTRIES LIMITED,"5,800",2020
29-MAY-2020,GRASIM,GRASIM INDUSTRIES LTD,"7,500",2020
29-MAY-2020,HDFC,HDFC LTD,250,2020
29-MAY-2020,HDFCBANK,HDFC BANK LTD,"39,000",2020
29-MAY-2020,HDFCLIFE,HDFC STANDARD LIFE INSURANCE COMPANY LIMITED,"15,300",2020
29-MAY-2020,ICICIPRULI,ICICI PRU LIFE INS CO LTD,"7,500",2020
29-MAY-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"32,000",2020
29-MAY-2020,LT,LARSEN & TOUBRO LTD.,"37,875",2020
29-MAY-2020,TCS,TATA CONSULTANCY SERV LT,"18,250",2020
02-JUN-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"10,000",2020
08-JUN-2020,BAJFINANCE,BAJAJ FINANCE LIMITED,"89,250",2020
12-JUN-2020,BHARATFORG,BHARAT FORGE LTD,"33,800",2020
16-JUN-2020,HDFCBANK,HDFC BANK LTD,"10,150",2020
16-JUN-2020,PAGEIND,PAGE INDUSTRIES LTD,150,2020
17-JUN-2020,HDFCBANK,HDFC BANK LTD,"24,850",2020
18-JUN-2020,HDFCBANK,HDFC BANK LTD,"27,500",2020
18-JUN-2020,ICICIPRULI,ICICI PRU LIFE INS CO LTD,"97,500",2020
18-JUN-2020,PAGEIND,PAGE INDUSTRIES LTD,330,2020
18-JUN-2020,RBLBANK,RBL BANK LIMITED,400,2020
19-JUN-2020,HDFCBANK,HDFC BANK LTD,"1,35,050",2020
19-JUN-2020,ICICIPRULI,ICICI PRU LIFE INS CO LTD,"60,000",2020
19-JUN-2020,PAGEIND,PAGE INDUSTRIES LTD,720,2020
19-JUN-2020,RAMCOCEM,THE RAMCO CEMENTS LIMITED,"3,400",2020
19-JUN-2020,TVSMOTOR,TVS MOTOR COMPANY LTD,"15,400",2020
22-JUN-2020,BAJAJFINSV,BAJAJ FINSERV LIMITED,"27,750",2020
22-JUN-2020,CHOLAFIN,CHOLAMANDALAM IN & FIN CO,"50,000",2020
22-JUN-2020,RAMCOCEM,THE RAMCO CEMENTS LIMITED,"76,850",2020
22-JUN-2020,TVSMOTOR,TVS MOTOR COMPANY LTD,"49,000",2020
23-JUN-2020,BAJAJFINSV,BAJAJ FINSERV LIMITED,"1,30,000",2020
23-JUN-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"55,600",2020
23-JUN-2020,RAMCOCEM,THE RAMCO CEMENTS LIMITED,"33,150",2020
24-JUN-2020,BAJAJFINSV,BAJAJ FINSERV LIMITED,"9,500",2020
24-JUN-2020,HDFCBANK,HDFC BANK LTD,"3,17,100",2020
25-JUN-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"1,00,000",2020
26-JUN-2020,BAJAJFINSV,BAJAJ FINSERV LIMITED,"22,500",2020
26-JUN-2020,HDFCBANK,HDFC BANK LTD,"49,500",2020
26-JUN-2020,RAMCOCEM,THE RAMCO CEMENTS LIMITED,"37,400",2020
26-JUN-2020,RBLBANK,RBL BANK LIMITED,"65,000",2020
29-JUN-2020,HDFCBANK,HDFC BANK LTD,"71,500",2020
29-JUN-2020,INFY,INFOSYS TECHNOLOGIES LTD,"81,600",2020
29-JUN-2020,TCS,TATA CONSULTANCY SERV LT,900,2020
29-JUN-2020,UJJIVAN,UJJIVAN FIN. SERVC. LTD.,"22,000",2020
30-JUN-2020,HDFCBANK,HDFC BANK LTD,"27,500",2020
30-JUN-2020,INFY,INFOSYS TECHNOLOGIES LTD,"1,14,000",2020
30-JUN-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"8,800",2020
01-JUL-2020,HDFCBANK,HDFC BANK LTD,"36,850",2020
01-JUL-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"56,000",2020
03-JUL-2020,TCS,TATA CONSULTANCY SERV LT,"6,900",2020
06-JUL-2020,TCS,TATA CONSULTANCY SERV LT,"36,300",2020
09-JUL-2020,INFY,INFOSYS TECHNOLOGIES LTD,"12,000",2020
14-JUL-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"32,000",2020
16-JUL-2020,INFY,INFOSYS TECHNOLOGIES LTD,"1,75,200",2020
20-JUL-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"6,800",2020
21-JUL-2020,BAJFINANCE,BAJAJ FINANCE LIMITED,"11,500",2020
22-JUL-2020,HDFCBANK,HDFC BANK LTD,"86,350",2020
22-JUL-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"87,600",2020
23-JUL-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"44,800",2020
23-JUL-2020,TVSMOTOR,TVS MOTOR COMPANY LTD,"5,600",2020
24-JUL-2020,HDFCBANK,HDFC BANK LTD,"39,050",2020
24-JUL-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"1,84,400",2020
24-JUL-2020,TVSMOTOR,TVS MOTOR COMPANY LTD,"29,400",2020
27-JUL-2020,BAJAJFINSV,BAJAJ FINSERV LIMITED,"2,250",2020
27-JUL-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"21,600",2020
28-JUL-2020,M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LIMITED,"48,216",2020
29-JUL-2020,CUMMINSIND,CUMMINS INDIA LTD,"6,000",2020
29-JUL-2020,IDFCBANK,IDFC BANK LIMITED,"4,56,000",2020
29-JUL-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"12,400",2020
30-JUL-2020,CUMMINSIND,CUMMINS INDIA LTD,"12,000",2020
30-JUL-2020,IDFCBANK,IDFC BANK LIMITED,"6,27,000",2020
30-JUL-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"51,200",2020
31-JUL-2020,CUMMINSIND,CUMMINS INDIA LTD,"30,000",2020
31-JUL-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"28,000",2020
03-AUG-2020,BANDHANBNK,BANDHAN BANK LIMITED,"1,33,200",2020
03-AUG-2020,CUMMINSIND,CUMMINS INDIA LTD,"14,400",2020
03-AUG-2020,M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LIMITED,"13,776",2020
03-AUG-2020,TATASTEEL,TATA STEEL LIMITED,"62,900",2020
03-AUG-2020,TVSMOTOR,TVS MOTOR COMPANY LTD,"21,000",2020
04-AUG-2020,BANDHANBNK,BANDHAN BANK LIMITED,"3,11,400",2020
04-AUG-2020,ICICIPRULI,ICICI PRU LIFE INS CO LTD,"48,000",2020
04-AUG-2020,M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LIMITED,"3,444",2020
05-AUG-2020,BANDHANBNK,BANDHAN BANK LIMITED,"1,800",2020
05-AUG-2020,ICICIPRULI,ICICI PRU LIFE INS CO LTD,"25,500",2020
05-AUG-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"31,200",2020
06-AUG-2020,ICICIPRULI,ICICI PRU LIFE INS CO LTD,"15,000",2020
06-AUG-2020,TITAN,TITAN INDUSTRIES LTD,"19,500",2020
10-AUG-2020,ICICIPRULI,ICICI PRU LIFE INS CO LTD,"37,500",2020
10-AUG-2020,TITAN,TITAN INDUSTRIES LTD,"11,250",2020
17-AUG-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"2,800",2020
20-AUG-2020,HDFCBANK,HDFC BANK LTD,"82,500",2020
20-AUG-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"31,600",2020
21-AUG-2020,HDFCBANK,HDFC BANK LTD,"42,900",2020
24-AUG-2020,HDFCBANK,HDFC BANK LTD,"1,19,350",2020
25-AUG-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"80,000",2020
26-AUG-2020,BAJAJFINSV,BAJAJ FINSERV LIMITED,"20,000",2020
01-SEP-2020,ASIANPAINT,ASIAN PAINTS LIMITED,900,2020
01-SEP-2020,IDFCBANK,IDFC BANK LIMITED,"1,71,000",2020
09-SEP-2020,IDFCBANK,IDFC BANK LIMITED,"2,66,000",2020
09-SEP-2020,RBLBANK,RBL BANK LIMITED,"96,200",2020
14-SEP-2020,INDIGO,INTERGLOBE AVIATION LTD,"70,000",2020
16-SEP-2020,HAVELLS,HAVELLS INDIA LIMITED,"4,000",2020
17-SEP-2020,CUMMINSIND,CUMMINS INDIA LTD,"4,800",2020
18-SEP-2020,CHOLAFIN,CHOLAMANDALAM IN & FIN CO,"47,500",2020
18-SEP-2020,CUMMINSIND,CUMMINS INDIA LTD,"2,400",2020
21-SEP-2020,BAJFINANCE,BAJAJ FINANCE LIMITED,"16,999",2020
21-SEP-2020,RBLBANK,RBL BANK LIMITED,"2,62,600",2020
21-SEP-2020,TVSMOTOR,TVS MOTOR COMPANY LTD,"61,600",2020
22-SEP-2020,CUMMINSIND,CUMMINS INDIA LTD,"19,200",2020
23-SEP-2020,HAVELLS,HAVELLS INDIA LIMITED,"5,000",2020
23-SEP-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"1,32,400",2020
24-SEP-2020,CHOLAFIN,CHOLAMANDALAM IN & FIN CO,"17,500",2020
24-SEP-2020,ICICIPRULI,ICICI PRU LIFE INS CO LTD,"3,000",2020
24-SEP-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"1,08,400",2020
25-SEP-2020,TCS,TATA CONSULTANCY SERV LT,"26,400",2020
30-SEP-2020,CHOLAFIN,CHOLAMANDALAM IN & FIN CO,"10,000",2020
30-SEP-2020,HDFCBANK,HDFC BANK LTD,"9,349",2020
30-SEP-2020,SIEMENS,SIEMENS LTD,"13,200",2020
01-OCT-2020,HDFCBANK,HDFC BANK LTD,"11,000",2020
01-OCT-2020,SIEMENS,SIEMENS LTD,"30,250",2020
06-OCT-2020,INFY,INFOSYS TECHNOLOGIES LTD,"25,200",2020
06-OCT-2020,KOTAKBANK,KOTAK MAHINDRA BANK LTD,"28,800",2020
