Date,Symbol,SecurityName,Quantity,YEAR
11-NOV-2024,OBEROIRLTY,OBEROI REALTY LIMITED,270,2024
11-NOV-2024,OFSS,Oracle Financial Services Software Limited,86,2024
11-NOV-2024,PERSISTENT,PERSISTENT SYSTEMS LTD,15,2024
11-NOV-2024,PFC,POWER FIN CORP LTD.,"2,828",2024
11-NOV-2024,POWERGRID,POWER GRID CORP. LTD.,100,2024
11-NOV-2024,RAMCOCEM,THE RAMCO CEMENTS LIMITED,"12,750",2024
11-NOV-2024,RECLTD,RURAL ELEC CORP. LTD.,830,2024
11-NOV-2024,RELIANCE,RELIANCE INDUSTRIES LTD,396,2024
11-NOV-2024,SAIL,STEEL AUTHORITY OF INDIA,"5,000",2024
11-NOV-2024,SBILIFE,SBI LIFE INSURANCE COMPANY LIMITED,323,2024
11-NOV-2024,SBIN,STATE BANK OF INDIA,59,2024
11-NOV-2024,TATAMOTORS,TATA MOTORS LIMITED,75,2024
12-NOV-2024,AARTIIND,AARTI INDUSTRIES LTD,"4,300",2024
12-NOV-2024,ABB,ABB LTD.,320,2024
12-NOV-2024,ABFRL,ADITYA BIRLA FASHION & RT,130,2024
12-NOV-2024,ASHOKLEY,ASHOK LEYLAND LTD,"13,424",2024
12-NOV-2024,ASIANPAINT,ASIAN PAINTS LIMITED,1,2024
12-NOV-2024,AUBANK,AU SMALL FINANCE BANK LIMITED,60,2024
12-NOV-2024,AXISBANK,AXIS BANK LIMITED,"1,000",2024
12-NOV-2024,BAJAJ-AUTO,BAJAJ AUTO LIMITED,60,2024
12-NOV-2024,BAJFINANCE,BAJAJ FINANCE LIMITED,5,2024
12-NOV-2024,BANKBARODA,BANK OF BARODA,300,2024
12-NOV-2024,BEL,BHARAT ELECTRONICS LTD,"1,640",2024
12-NOV-2024,BHARATFORG,BHARAT FORGE LTD,294,2024
12-NOV-2024,BHEL,BHEL,882,2024
12-NOV-2024,BIOCON,BIOCON LIMITED.,"2,600",2024
12-NOV-2024,BRITANNIA,BRITANNIA INDUSTRIES LIMITED,15,2024
12-NOV-2024,BSOFT,BIRLASOFT LIMITED,179,2024
12-NOV-2024,CANBK,CANARA BANK,45,2024
12-NOV-2024,COALINDIA,COALINDIA,65,2024
12-NOV-2024,COFORGE,COFORGE LIMITED,129,2024
12-NOV-2024,CROMPTON,CROMPT GREA CON ELEC LTD  ,100,2024
12-NOV-2024,CUMMINSIND,CUMMINS INDIA LTD,140,2024
12-NOV-2024,DABUR,DABUR INDIA LTD,"1,000",2024
12-NOV-2024,DEEPAKNTR,DEEPAK NITRITE LIMITED,"18,900",2024
12-NOV-2024,DIXON,DIXON TECHNO (INDIA) LTD,26,2024
12-NOV-2024,EICHERMOT,EICHER MOTORS LIMITED,110,2024
12-NOV-2024,FEDERALBNK,FEDERAL BANK LTD,100,2024
12-NOV-2024,GAIL,GAIL (INDIA) LTD,200,2024
12-NOV-2024,GMRINFRA,GMR INFRASTRUCTURE LTD.,2,2024
12-NOV-2024,GODREJCP,GODREJ CONSUMER PRODUCTS LIMITED,492,2024
12-NOV-2024,HAL,HINDUSTAN AERONAUTICS LTD,70,2024
12-NOV-2024,HAVELLS,HAVELLS INDIA LIMITED,7,2024
12-NOV-2024,HCLTECH,HCL TECHNOLOGIES LTD,"20,061",2024
12-NOV-2024,HDFCBANK,HDFC BANK LTD,200,2024
12-NOV-2024,HEROMOTOCO,HERO MOTOCORP LTD,"16,675",2024
12-NOV-2024,HINDALCO,HINDALCO  INDUSTRIES  LTD,"1,242",2024
12-NOV-2024,HINDCOPPER,HINDUSTAN COPPER LIMITED,400,2024
12-NOV-2024,HINDUNILVR,HINDUSTAN UNILEVER LTD.,70,2024
12-NOV-2024,ICICIBANK,ICICI BANK LTD.,"11,363",2024
12-NOV-2024,IEX,INDIAN ENERGY EXCHANGE LIMITED,70,2024
12-NOV-2024,INDHOTEL,THE INDIAN HOTELS CO. LTD,357,2024
12-NOV-2024,UBL,UNITED BREWERIES LIMITED,"2,400",2024
13-NOV-2024,BAJFINANCE,BAJAJ FINANCE LIMITED,5,2024
13-NOV-2024,BANKBARODA,BANK OF BARODA,26,2024
13-NOV-2024,BHARTIARTL,BHARTI AIRTEL LIMITED,12,2024
13-NOV-2024,BSOFT,BIRLASOFT LIMITED,63,2024
13-NOV-2024,COFORGE,COFORGE LIMITED,15,2024
13-NOV-2024,COROMANDEL,COROMANDEL INTERNTL. LTD ,113,2024
13-NOV-2024,DEEPAKNTR,DEEPAK NITRITE LIMITED,"3,900",2024
13-NOV-2024,HCLTECH,HCL TECHNOLOGIES LTD,569,2024
13-NOV-2024,ICICIBANK,ICICI BANK LTD.,13,2024
13-NOV-2024,INFY,INFOSYS TECHNOLOGIES LTD,65,2024
13-NOV-2024,LT,LARSEN & TOUBRO LTD.,2,2024
13-NOV-2024,M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LIMITED,"64,000",2024
13-NOV-2024,MARUTI,MARUTI SUZUKI INDIA LTD.,"1,800",2024
13-NOV-2024,NMDC,NMDC LTD.,100,2024
13-NOV-2024,PEL,PIRAMAL ENTERPRISES LTD,7,2024
13-NOV-2024,SBIN,STATE BANK OF INDIA,"1,619",2024
13-NOV-2024,SUNPHARMA,SUN PHARMACEUTICALS IND.,5,2024
13-NOV-2024,TATASTEEL,TATA STEEL LIMITED,517,2024
13-NOV-2024,TRENT,TRENT LIMITED,100,2024
13-NOV-2024,VEDL,VEDANTA LIMITED,110,2024
13-NOV-2024,ZYDUSLIFE,ZYDUS LIFESCIENCES,41,2024
14-NOV-2024,ACC,ACC LIMITED,"1,090",2024
14-NOV-2024,BAJFINANCE,BAJAJ FINANCE LIMITED,140,2024
14-NOV-2024,BANCOINDIA,BANCO PRODUCTS (I) LTD,219,2024
14-NOV-2024,BANKBARODA,BANK OF BARODA,27,2024
14-NOV-2024,COFORGE,COFORGE LIMITED,"3,975",2024
14-NOV-2024,COROMANDEL,COROMANDEL INTERNTL. LTD ,110,2024
14-NOV-2024,EICHERMOT,EICHER MOTORS LIMITED,1,2024
14-NOV-2024,EPL,EPL,100,2024
14-NOV-2024,FIVESTAR,FIVE-STAR BUS FIN LTD,20,2024
14-NOV-2024,HCLTECH,HCL TECHNOLOGIES LTD,4,2024
14-NOV-2024,INDUSTOWER,INDUS,2,2024
14-NOV-2024,INFY,INFOSYS TECHNOLOGIES LTD,65,2024
14-NOV-2024,ITC,ITC LTD,4,2024
14-NOV-2024,LT,LARSEN & TOUBRO LTD.,2,2024
14-NOV-2024,MOTHERSON,SAMVRDHNA MTHRSN INT,7,2024
14-NOV-2024,PEL,PIRAMAL ENTERPRISES LTD,6,2024
14-NOV-2024,SCI,SHIPPING CORP OF INDIA LT,106,2024
14-NOV-2024,SUZLON,SUZLON ENERGY LIMITED,"3,984",2024
14-NOV-2024,ULTRACEMCO,ULTRATECH CEMENT LIMITED,42,2024
14-NOV-2024,WIPRO,WIPRO LTD,510,2024
14-NOV-2024,ZOMATO,ZOMATO LIMITED,10,2024
14-NOV-2024,ZYDUSLIFE,ZYDUS LIFESCIENCES,41,2024
18-NOV-2024,ABB,ABB LTD.,2,2024
18-NOV-2024,APLAPOLLO,APL APOLLO TUBES LTD,900,2024
18-NOV-2024,BAJAJFINSV,BAJAJ FINSERV LIMITED,50,2024
18-NOV-2024,BIOCON,BIOCON LIMITED.,25,2024
18-NOV-2024,CGPOWER,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED,25,2024
18-NOV-2024,COROMANDEL,COROMANDEL INTERNTL. LTD ,110,2024
18-NOV-2024,DEEPAKNTR,DEEPAK NITRITE LIMITED,"13,800",2024
18-NOV-2024,DLF,DLF LIMITED,4,2024
18-NOV-2024,FIVESTAR,FIVE-STAR BUS FIN LTD,150,2024
18-NOV-2024,GRANULES,GRANULES INDIA LIMITED   ,120,2024
18-NOV-2024,HINDPETRO,HINDUSTAN PETROLEUM CORP,"1,018",2024
18-NOV-2024,INDHOTEL,THE INDIAN HOTELS CO. LTD,5,2024
18-NOV-2024,INDIGO,INTERGLOBE AVIATION LTD  ,10,2024
18-NOV-2024,INFY,INFOSYS TECHNOLOGIES LTD,1,2024
18-NOV-2024,IPCALAB,IPCA LABORATORIES LIMITED,"5,850",2024
18-NOV-2024,JSWENERGY,JSW ENERGY LIMITED,60,2024
18-NOV-2024,KCP,KCP LTD,"1,000",2024
18-NOV-2024,LEMONTREE,LEMON TREE HOTELS LTD,617,2024
18-NOV-2024,M&M,MAHINDRA & MAHINDRA LTD,1,2024
18-NOV-2024,NAM-INDIA,NIPPON L I A M LTD,800,2024
18-NOV-2024,NATIONALUM,NATIONAL ALUMINIUM CO LTD,999,2024
18-NOV-2024,ONGC,OIL AND NATURAL GAS CORP.,840,2024
18-NOV-2024,PFC,POWER FIN CORP LTD.,100,2024
18-NOV-2024,PIIND,PI INDUSTRIES LTD        ,"29,250",2024
18-NOV-2024,SBIN,STATE BANK OF INDIA,215,2024
18-NOV-2024,SUZLON,SUZLON ENERGY LIMITED,15,2024
18-NOV-2024,TATAMOTORS,TATA MOTORS LIMITED,25,2024
18-NOV-2024,UBL,UNITED BREWERIES LIMITED,"1,600",2024
18-NOV-2024,ZYDUSLIFE,ZYDUS LIFESCIENCES,"3,973",2024
19-NOV-2024,ABCAPITAL,ADITYA BIRLA CAPITAL LIMITED,85,2024
19-NOV-2024,BAJAJFINSV,BAJAJ FINSERV LIMITED,100,2024
19-NOV-2024,CANBK,CANARA BANK,135,2024
19-NOV-2024,COFORGE,COFORGE LIMITED,"5,475",2024
19-NOV-2024,COROMANDEL,COROMANDEL INTERNTL. LTD ,110,2024
19-NOV-2024,DEEPAKNTR,DEEPAK NITRITE LIMITED,600,2024
19-NOV-2024,GAEL,GAEL,1,2024
19-NOV-2024,GRANULES,GRANULES INDIA LIMITED   ,120,2024
19-NOV-2024,GRASIM,GRASIM INDUSTRIES LTD,182,2024
19-NOV-2024,HCLTECH,HCL TECHNOLOGIES LTD,1,2024
19-NOV-2024,HINDPETRO,HINDUSTAN PETROLEUM CORP,100,2024
19-NOV-2024,HONASA,HONASA CONSUMER LIMITED,9,2024
19-NOV-2024,JAICORPLTD,JAI CORP LIMITED,1,2024
19-NOV-2024,M&M,MAHINDRA & MAHINDRA LTD,51,2024
19-NOV-2024,M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LIMITED,"16,000",2024
19-NOV-2024,MOREPENLAB,MOREPEN LAB. LTD         ,1,2024
19-NOV-2024,PIIND,PI INDUSTRIES LTD        ,"3,625",2024
19-NOV-2024,POWERGRID,POWER GRID CORP. LTD.,858,2024
19-NOV-2024,TATASTEEL,TATA STEEL LIMITED,150,2024
19-NOV-2024,TCS,TATA CONSULTANCY SERV LT,5,2024
21-NOV-2024,AXISBANK,AXIS BANK LIMITED,1,2024
21-NOV-2024,BAJAJ-AUTO,BAJAJ AUTO LIMITED,5,2024
21-NOV-2024,BANKBARODA,BANK OF BARODA,181,2024
21-NOV-2024,EXIDEIND,EXIDE INDUSTRIES LTD,23,2024
21-NOV-2024,FLUOROCHEM,FLUOROCHEM,20,2024
21-NOV-2024,GMRINFRA,GMR INFRASTRUCTURE LTD.,16,2024
21-NOV-2024,HCLTECH,HCL TECHNOLOGIES LTD,11,2024
21-NOV-2024,IEX,INDIAN ENERGY EXCHANGE LIMITED,70,2024
21-NOV-2024,ITI,ITI LTD,70,2024
21-NOV-2024,JINDALSTEL,JINDAL STEEL & POWER LTD,50,2024
21-NOV-2024,LT,LARSEN & TOUBRO LTD.,1,2024
21-NOV-2024,NTPC,NTPC LTD,1,2024
21-NOV-2024,ONGC,OIL AND NATURAL GAS CORP.,50,2024
21-NOV-2024,PEL,PIRAMAL ENTERPRISES LTD,1,2024
21-NOV-2024,PPLPHARMA,PIRAMAL PHARMA LIMITED,1,2024
21-NOV-2024,RECLTD,RURAL ELEC CORP. LTD.,81,2024
21-NOV-2024,RELIANCE,RELIANCE INDUSTRIES LTD,9,2024
21-NOV-2024,SBIN,STATE BANK OF INDIA,1,2024
21-NOV-2024,TATAMOTORS,TATA MOTORS LIMITED,12,2024
21-NOV-2024,TCS,TATA CONSULTANCY SERV LT,5,2024
22-NOV-2024,AARTIIND,AARTI INDUSTRIES LTD,10,2024
22-NOV-2024,ADANIGREEN,ADANI GREEN ENERGY LTD,50,2024
22-NOV-2024,AMBUJACEM,AMBUJA CEMENTS LTD,1,2024
22-NOV-2024,AXISBANK,AXIS BANK LIMITED,58,2024
22-NOV-2024,CANBK,CANARA BANK,200,2024
22-NOV-2024,FLUOROCHEM,FLUOROCHEM,20,2024
22-NOV-2024,GEOJITFSL,GEOJIT FINANCIAL SERVICES LIMITED,472,2024
22-NOV-2024,GMRINFRA,GMR INFRASTRUCTURE LTD.,11,2024
22-NOV-2024,HCLTECH,HCL TECHNOLOGIES LTD,22,2024
22-NOV-2024,HINDCOPPER,HINDUSTAN COPPER LIMITED,10,2024
22-NOV-2024,ICICIBANK,ICICI BANK LTD.,1,2024
22-NOV-2024,INDIGO,INTERGLOBE AVIATION LTD  ,25,2024
22-NOV-2024,IPCALAB,IPCA LABORATORIES LIMITED,2,2024
22-NOV-2024,JIOFIN,JIO FIN SERVICES LTD,9,2024
22-NOV-2024,NETWORK18,NETWORK 18 FINCAP LTD.,400,2024
22-NOV-2024,NTPC,NTPC LTD,506,2024
22-NOV-2024,RAJESHEXPO,RAJESH EXPORTS LTD,100,2024
22-NOV-2024,RVNL,RVNL,2,2024
22-NOV-2024,SAIL,STEEL AUTHORITY OF INDIA,100,2024
22-NOV-2024,SBIN,STATE BANK OF INDIA,68,2024
22-NOV-2024,SCI,SHIPPING CORP OF INDIA LT,1,2024
22-NOV-2024,SHRIRAMFIN,SHRIRAM FINANCE LIMITED,7,2024
22-NOV-2024,SIEMENS,SIEMENS LTD,1,2024
22-NOV-2024,SJVN,SJVN,1,2024
22-NOV-2024,SUZLON,SUZLON ENERGY LIMITED,31,2024
22-NOV-2024,SWANENERGY,SWAN ENERGY LIMITED    ,200,2024
22-NOV-2024,TATAMOTORS,TATA MOTORS LIMITED,11,2024
22-NOV-2024,TATASTEEL,TATA STEEL LIMITED,50,2024
22-NOV-2024,UNITDSPR,UNITED SPIRITS LIMITED,4,2024
25-NOV-2024,ABFRL,ADITYA BIRLA FASHION & RT,15,2024
25-NOV-2024,ASHOKLEY,ASHOK LEYLAND LTD,"2,050",2024
25-NOV-2024,AUBANK,AU SMALL FINANCE BANK LIMITED,"1,20,000",2024
25-NOV-2024,DIVISLAB,DIVI'S LABORATORIES LTD,700,2024
25-NOV-2024,GODREJCP,GODREJ CONSUMER PRODUCTS LIMITED,"20,612",2024
25-NOV-2024,GODREJPROP,GODREJ PROPERTIES LTD,15,2024
25-NOV-2024,HBLPOWER,HBL POWER SYSTEMS LTD.,2,2024
25-NOV-2024,HDFCBANK,HDFC BANK LTD,"8,21,149",2024
25-NOV-2024,ICICIBANK,ICICI BANK LTD.,1,2024
25-NOV-2024,INFY,INFOSYS TECHNOLOGIES LTD,16,2024
25-NOV-2024,LT,LARSEN & TOUBRO LTD.,17,2024
25-NOV-2024,LTTS,L&T TECHNOLOGY SER. LTD,2,2024
25-NOV-2024,MPHASIS,MPHASIS LIMITED,4,2024
25-NOV-2024,PEL,PIRAMAL ENTERPRISES LTD,1,2024
25-NOV-2024,PRAJIND,PRAJ INDUSTRIES LTD,50,2024
25-NOV-2024,SBIN,STATE BANK OF INDIA,840,2024
25-NOV-2024,SCI,SHIPPING CORP OF INDIA LT,1,2024
25-NOV-2024,TATASTEEL,TATA STEEL LIMITED,5,2024
26-NOV-2024,ADANIGREEN,ADANI GREEN ENERGY LTD,50,2024
26-NOV-2024,ADANIPOWER,ADANI POWER LTD,900,2024
26-NOV-2024,ASHOKLEY,ASHOK LEYLAND LTD,150,2024
26-NOV-2024,AUROPHARMA,AUROBINDO PHARMA LTD,32,2024
26-NOV-2024,BHARTIARTL,BHARTI AIRTEL LIMITED,35,2024
26-NOV-2024,CANFINHOME,CAN FIN HOMES LTD        ,109,2024
26-NOV-2024,GLENMARK,GLENMARK PHARMACEUTICALS LIMITED,20,2024
26-NOV-2024,GRSE,GARDEN REACH SHIP&ENG LTD,100,2024
26-NOV-2024,HAL,HINDUSTAN AERONAUTICS LTD,1,2024
26-NOV-2024,HCLTECH,HCL TECHNOLOGIES LTD,22,2024
26-NOV-2024,HDFCLIFE,HDFC STANDARD LIFE INSURANCE COMPANY LIMITED,283,2024
26-NOV-2024,INDUSTOWER,INDUS,30,2024
26-NOV-2024,INFY,INFOSYS TECHNOLOGIES LTD,20,2024
26-NOV-2024,IRFC,IRFC,10,2024
26-NOV-2024,J&KBANK,J & K BANK LTD.,"1,000",2024
26-NOV-2024,JIOFIN,JIO FIN SERVICES LTD,195,2024
26-NOV-2024,JSWHL,JSW HOLDINGS LIMITED,1,2024
26-NOV-2024,JSWSTEEL,JSW STEEL LIMITED,1,2024
26-NOV-2024,LTF,L&T FINANCE LIMITED,706,2024
26-NOV-2024,M&MFIN,MAHINDRA & MAHINDRA FINANCIAL SERVICES LIMITED,45,2024
26-NOV-2024,MFSL,MAX FINANCIAL SERV LTD,1,2024
26-NOV-2024,MTNL,MAHANAGAR TELEPHONE NIGAM,201,2024
26-NOV-2024,NATIONALUM,NATIONAL ALUMINIUM CO LTD,10,2024
26-NOV-2024,NAVINFLUOR,NAVIN FLUORINE INT. LTD,8,2024
26-NOV-2024,NFL,NATIONAL FERT. LTD,7,2024
26-NOV-2024,PAISALO,PAISALO DIGITAL LIMITED,662,2024
26-NOV-2024,PSUBANK,KOTAK PSU BANK,287,2024
26-NOV-2024,RBLBANK,RBL BANK LIMITED    ,315,2024
26-NOV-2024,RECLTD,RURAL ELEC CORP. LTD.,202,2024
26-NOV-2024,SRF,SRF LTD,4,2024
26-NOV-2024,SUNPHARMA,SUN PHARMACEUTICALS IND.,1,2024
26-NOV-2024,TATASTEEL,TATA STEEL LIMITED,230,2024
26-NOV-2024,TTML,TATA TELESERV(MAHARASTRA),"2,784",2024
27-NOV-2024,ABFRL,ADITYA BIRLA FASHION & RT,87,2024
27-NOV-2024,ADANIENSOL,ADANI ENERGY SOLUTION LTD,500,2024
27-NOV-2024,ADANIENT,ADANI ENTERPRISES LIMITED,14,2024
27-NOV-2024,ADANIGREEN,ADANI GREEN ENERGY LTD,"2,528",2024
27-NOV-2024,ADANIPORTS,ADANI PORT & SEZ LTD,"3,856",2024
27-NOV-2024,ADANIPOWER,ADANI POWER LTD,"30,535",2024
27-NOV-2024,APTUS,APTUS VALUE HSG FIN I LTD,2,2024
27-NOV-2024,ASHOKLEY,ASHOK LEYLAND LTD,"1,50,057",2024
27-NOV-2024,AUBANK,AU SMALL FINANCE BANK LIMITED,"1,08,000",2024
27-NOV-2024,COROMANDEL,COROMANDEL INTERNTL. LTD ,6,2024
27-NOV-2024,IDFCFIRSTB,IDFC FIRST BANK LIMI,"3,00,000",2024
27-NOV-2024,IRFC,IRFC,10,2024
27-NOV-2024,NAVINFLUOR,NAVIN FLUORINE INT. LTD,8,2024
27-NOV-2024,OFSS,Oracle Financial Services Software Limited,50,2024
28-NOV-2024,AARTIIND,AARTI INDUSTRIES LTD,"1,000",2024
28-NOV-2024,ABB,ABB LTD.,125,2024
28-NOV-2024,ABCAPITAL,ADITYA BIRLA CAPITAL LIMITED,"2,700",2024
28-NOV-2024,ADANIENSOL,ADANI ENERGY SOLUTION LTD,"10,184",2024
28-NOV-2024,ADANIENT,ADANI ENTERPRISES LIMITED,600,2024
28-NOV-2024,ADANIGREEN,ADANI GREEN ENERGY LTD,"11,072",2024
28-NOV-2024,ADANIPORTS,ADANI PORT & SEZ LTD,"2,000",2024
28-NOV-2024,ADANIPOWER,ADANI POWER LTD,98,2024
28-NOV-2024,ALKEM,ALKEM LABORATORIES LTD.,300,2024
28-NOV-2024,AMBUJACEM,AMBUJA CEMENTS LTD,177,2024
28-NOV-2024,APOLLOTYRE,APOLLO TYRES LTD,"1,700",2024
28-NOV-2024,ASHOKLEY,ASHOK LEYLAND LTD,"69,171",2024
28-NOV-2024,ASIANPAINT,ASIAN PAINTS LIMITED,"6,077",2024
28-NOV-2024,AUBANK,AU SMALL FINANCE BANK LIMITED,"1,000",2024
28-NOV-2024,AXISBANK,AXIS BANK LIMITED,"1,250",2024
28-NOV-2024,BAJAJFINSV,BAJAJ FINSERV LIMITED,500,2024
28-NOV-2024,BAJFINANCE,BAJAJ FINANCE LIMITED,120,2024
28-NOV-2024,BANDHANBNK,BANDHAN BANK LIMITED,"5,600",2024
28-NOV-2024,BANKBARODA,BANK OF BARODA,"5,850",2024
28-NOV-2024,BEL,BHARAT ELECTRONICS LTD,"23,360",2024
28-NOV-2024,BERGEPAINT,BERGER PAINTS (I) LIMITED,"51,480",2024
28-NOV-2024,BHARATFORG,BHARAT FORGE LTD,"1,000",2024
28-NOV-2024,BHARTIARTL,BHARTI AIRTEL LIMITED,"1,460",2024
28-NOV-2024,BHEL,BHEL,"49,925",2024
28-NOV-2024,BIOCON,BIOCON LIMITED.,"14,651",2024
28-NOV-2024,BRITANNIA,BRITANNIA INDUSTRIES LIMITED,100,2024
28-NOV-2024,BSOFT,BIRLASOFT LIMITED,"1,000",2024
28-NOV-2024,CANBK,CANARA BANK,"6,751",2024
28-NOV-2024,CIPLA,CIPLA LTD,"1,300",2024
28-NOV-2024,COALINDIA,COALINDIA,"1,050",2024
28-NOV-2024,COFORGE,COFORGE LIMITED,750,2024
28-NOV-2024,CONCOR,CONTAINER CORP OF IND LTD,"3,000",2024
28-NOV-2024,COROMANDEL,COROMANDEL INTERNTL. LTD ,700,2024
28-NOV-2024,CROMPTON,CROMPT GREA CON ELEC LTD  ,1,2024
28-NOV-2024,CUB,CITY UNION BANK LTD      ,"1,00,000",2024
28-NOV-2024,DABUR,DABUR INDIA LTD,"40,000",2024
28-NOV-2024,DALBHARAT,DALMIA BHARAT LIMITED,"1,100",2024
28-NOV-2024,DEEPAKNTR,DEEPAK NITRITE LIMITED,600,2024
28-NOV-2024,DIVISLAB,DIVI'S LABORATORIES LTD,900,2024
28-NOV-2024,DIXON,DIXON TECHNO (INDIA) LTD,500,2024
28-NOV-2024,DLF,DLF LIMITED,"1,650",2024
28-NOV-2024,EDELWEISS,EDELWEISS FIN SERV LTD,29,2024
28-NOV-2024,EICHERMOT,EICHER MOTORS LIMITED,150,2024
28-NOV-2024,EXIDEIND,EXIDE INDUSTRIES LTD,"12,520",2024
28-NOV-2024,FEDERALBNK,FEDERAL BANK LTD,"25,000",2024
28-NOV-2024,GAIL,GAIL (INDIA) LTD,"18,300",2024
28-NOV-2024,GNFC,GUJARAT NARMADA FERT. CO,"2,600",2024
28-NOV-2024,GODREJCP,GODREJ CONSUMER PRODUCTS LIMITED,500,2024
28-NOV-2024,GODREJPROP,GODREJ PROPERTIES LTD,225,2024
28-NOV-2024,GRASIM,GRASIM INDUSTRIES LTD,500,2024
28-NOV-2024,HAL,HINDUSTAN AERONAUTICS LTD,"2,058",2024
28-NOV-2024,HAVELLS,HAVELLS INDIA LIMITED,500,2024
28-NOV-2024,HCLTECH,HCL TECHNOLOGIES LTD,"2,080",2024
28-NOV-2024,HDFCBANK,HDFC BANK LTD,"7,149",2024
28-NOV-2024,HDFCLIFE,HDFC STANDARD LIFE INSURANCE COMPANY LIMITED,"2,201",2024
28-NOV-2024,HEROMOTOCO,HERO MOTOCORP LTD,300,2024
28-NOV-2024,HINDALCO,HINDALCO  INDUSTRIES  LTD,1,2024
28-NOV-2024,HINDUNILVR,HINDUSTAN UNILEVER LTD.,"6,440",2024
28-NOV-2024,HONASA,HONASA CONSUMER LIMITED,102,2024
28-NOV-2024,ICICIBANK,ICICI BANK LTD.,6,2024
28-NOV-2024,ICICIPRULI,ICICI PRU LIFE INS CO LTD ,"34,500",2024
28-NOV-2024,IDEA,IDEA CELLULAR LIMITED,"6,22,549",2024
28-NOV-2024,IEX,INDIAN ENERGY EXCHANGE LIMITED,"25,200",2024
28-NOV-2024,IGL,INDRAPRASTHA GAS LTD,"6,875",2024
28-NOV-2024,INDHOTEL,THE INDIAN HOTELS CO. LTD,"12,000",2024
28-NOV-2024,INDIAMART,INDIAMART INTERMESH LTD,600,2024
28-NOV-2024,INDIGO,INTERGLOBE AVIATION LTD  ,290,2024
28-NOV-2024,INDUSTOWER,INDUS,"3,390",2024
28-NOV-2024,INFY,INFOSYS TECHNOLOGIES LTD,"4,000",2024
28-NOV-2024,IOC,INDIAN OIL CORP LTD,"9,750",2024
28-NOV-2024,IRCTC,INDIAN RAIL TOUR CORP LTD,789,2024
28-NOV-2024,ITC,ITC LTD,"1,600",2024
28-NOV-2024,JUBLFOOD,JUBILANT FOODWORKS LTD,"6,250",2024
28-NOV-2024,KOTAKBANK,KOTAK MAHINDRA BANK LTD,400,2024
28-NOV-2024,LICHSGFIN,LIC HOUSING FINANCE LTD,"7,000",2024
28-NOV-2024,LT,LARSEN & TOUBRO LTD.,732,2024
28-NOV-2024,LTF,L&T FINANCE LIMITED,"4,462",2024
28-NOV-2024,LTIM,LTIMINDTREE LIMITED,151,2024
28-NOV-2024,LTTS,L&T TECHNOLOGY SER. LTD,200,2024
28-NOV-2024,LUPIN,LUPIN LIMITED,1,2024
28-NOV-2024,M&M,MAHINDRA & MAHINDRA LTD,"15,575",2024
28-NOV-2024,MANAPPURAM,MANAPPURAM FINANCE LTD,"3,000",2024
28-NOV-2024,MARUTI,MARUTI SUZUKI INDIA LTD.,150,2024
28-NOV-2024,MFSL,MAX FINANCIAL SERV LTD,801,2024
28-NOV-2024,MGL,MAHANAGAR GAS LTD.    ,800,2024
28-NOV-2024,MOTHERSON,SAMVRDHNA MTHRSN INT,"3,550",2024
28-NOV-2024,MRF,MRF LTD,5,2024
28-NOV-2024,MUTHOOTFIN,MUTHOOT FINANCE LIMITED,275,2024
28-NOV-2024,NATIONALUM,NATIONAL ALUMINIUM CO LTD,"37,500",2024
28-NOV-2024,NAUKRI,INFO EDGE (I) LTD,975,2024
28-NOV-2024,NAVINFLUOR,NAVIN FLUORINE INT. LTD,9,2024
28-NOV-2024,NESTLEIND,NESTLE INDIA LIMITED,400,2024
28-NOV-2024,NMDC,NMDC LTD.,"9,000",2024
28-NOV-2024,NTPC,NTPC LTD,"3,170",2024
28-NOV-2024,OBEROIRLTY,OBEROI REALTY LIMITED,246,2024
28-NOV-2024,OFSS,Oracle Financial Services Software Limited,156,2024
28-NOV-2024,ONGC,OIL AND NATURAL GAS CORP.,"32,725",2024
28-NOV-2024,PAGEIND,PAGE INDUSTRIES LTD,15,2024
28-NOV-2024,PERSISTENT,PERSISTENT SYSTEMS LTD,"3,700",2024
28-NOV-2024,PETRONET,PETRONET LNG LIMITED,"9,000",2024
28-NOV-2024,PFC,POWER FIN CORP LTD.,"1,295",2024
28-NOV-2024,PNB,PUNJAB NATIONAL BANK,"44,260",2024
28-NOV-2024,POLYCAB,POLYCAB INDIA LIMITED,"2,695",2024
28-NOV-2024,POWERGRID,POWER GRID CORP. LTD.,"34,200",2024
28-NOV-2024,RAMCOCEM,THE RAMCO CEMENTS LIMITED,850,2024
28-NOV-2024,RBLBANK,RBL BANK LIMITED    ,"7,500",2024
28-NOV-2024,RECLTD,RURAL ELEC CORP. LTD.,"16,000",2024
28-NOV-2024,RELIANCE,RELIANCE INDUSTRIES LTD,"11,318",2024
28-NOV-2024,SBICARD,SBI CARDS & PAY SER LTD,"8,000",2024
28-NOV-2024,SBILIFE,SBI LIFE INSURANCE COMPANY LIMITED,751,2024
28-NOV-2024,SBIN,STATE BANK OF INDIA,"18,408",2024
28-NOV-2024,SHRIRAMFIN,SHRIRAM FINANCE LIMITED,898,2024
28-NOV-2024,SIEMENS,SIEMENS LTD,600,2024
