date,P10,P25,P50,P75,P90,P95
2025-03-17,-18.21,-12.66,-6.57,-0.48,5.07,8.35
2025-03-18,-15.75,-10.2,-4.11,1.98,7.53,10.81
2025-03-19,-17.78,-12.23,-6.14,-0.04,5.5,8.78
2025-03-20,-17.93,-12.38,-6.29,-0.2,5.35,8.63
2025-03-21,-15.81,-10.26,-4.16,1.93,7.48,10.75
2025-03-24,-16.85,-11.31,-5.21,0.88,6.43,9.7
2025-03-25,-18.21,-12.66,-6.56,-0.47,5.08,8.35
2025-03-26,-18.16,-12.62,-6.52,-0.43,5.12,8.39
2025-03-27,-17.78,-12.23,-6.13,-0.04,5.51,8.78
2025-03-28,-19.84,-14.29,-8.19,-2.1,3.45,6.72
2025-04-01,-18.74,-13.19,-7.1,-1.01,4.54,7.82
2025-04-02,-19.02,-13.47,-7.37,-1.28,4.27,7.54
2025-04-03,-18.48,-12.93,-6.84,-0.74,4.8,8.08
2025-04-04,-19.41,-13.87,-7.77,-1.68,3.87,7.14
2025-04-07,-15.06,-9.51,-3.42,2.67,8.22,11.5
2025-04-08,-12.79,-7.24,-1.14,4.95,10.5,13.77
2025-04-09,-14.5,-8.95,-2.86,3.23,8.78,12.06
2025-04-11,-18.52,-12.98,-6.88,-0.79,4.76,8.03
2025-04-15,-18.93,-13.39,-7.29,-1.2,4.35,7.62
2025-04-16,-16.45,-10.91,-4.81,1.28,6.83,10.1
2025-04-17,-16.67,-11.12,-5.03,1.07,6.61,9.89
2025-04-21,-16.63,-11.08,-4.98,1.11,6.66,9.93
2025-04-22,-17.31,-11.76,-5.67,0.43,5.98,9.25
2025-02-18,-18.56,-13.01,-6.91,-0.82,4.73,8.0
2025-02-19,-18.64,-13.09,-7.0,-0.9,4.64,7.92
2025-02-20,-18.68,-13.13,-7.04,-0.94,4.6,7.88
2025-02-21,-18.59,-13.04,-6.95,-0.85,4.69,7.97
2025-02-24,-18.41,-12.86,-6.77,-0.67,4.88,8.15
2025-02-25,-17.99,-12.44,-6.34,-0.25,5.3,8.57
2025-02-27,-17.28,-11.73,-5.64,0.45,6.0,9.28
2025-02-28,-16.91,-11.36,-5.27,0.83,6.37,9.65
2025-03-03,-16.4,-10.86,-4.76,1.33,6.88,10.15
2025-03-04,-17.43,-11.88,-5.79,0.3,5.85,9.13
2025-03-05,-17.11,-11.56,-5.47,0.62,6.17,9.45
2025-03-06,-18.68,-13.13,-7.04,-0.95,4.6,7.88
2025-03-07,-13.46,-7.91,-1.82,4.27,9.82,13.1
2025-03-10,-18.8,-13.25,-7.16,-1.06,4.49,7.76
2025-03-11,-18.7,-13.16,-7.06,-0.97,4.58,7.85
2025-03-12,-18.19,-12.64,-6.55,-0.46,5.09,8.37
2025-03-13,-18.23,-12.68,-6.59,-0.5,5.05,8.33
2025-03-17,-18.1,-12.55,-6.46,-0.37,5.18,8.46
2025-03-18,-16.32,-10.77,-4.68,1.42,6.96,10.24
2025-03-19,-17.54,-11.99,-5.9,0.19,5.74,9.02
2025-03-20,-17.79,-12.24,-6.14,-0.05,5.5,8.77
2025-03-21,-16.21,-10.66,-4.56,1.53,7.08,10.35
2025-03-24,-16.99,-11.44,-5.34,0.75,6.3,9.57
2025-03-25,-17.8,-12.25,-6.16,-0.06,5.49,8.76
2025-03-26,-18.74,-13.19,-7.1,-1.0,4.55,7.82
2025-03-27,-17.89,-12.34,-6.25,-0.15,5.39,8.67
2025-03-28,-18.12,-12.57,-6.48,-0.38,5.17,8.44
2025-04-01,-18.27,-12.72,-6.62,-0.53,5.02,8.29
2025-04-02,-18.63,-13.09,-6.99,-0.9,4.65,7.92
2025-04-03,-18.03,-12.48,-6.39,-0.29,5.25,8.53
2025-04-04,-18.45,-12.9,-6.81,-0.71,4.83,8.11
2025-04-07,-16.02,-10.47,-4.38,1.71,7.26,10.54
2025-04-08,-12.97,-7.43,-1.33,4.76,10.31,13.58
2025-04-09,-13.51,-7.97,-1.87,4.22,9.77,13.04
2025-04-11,-17.26,-11.71,-5.61,0.48,6.03,9.3
2025-04-15,-17.16,-11.62,-5.52,0.57,6.12,9.39
2025-04-16,-16.42,-10.87,-4.77,1.32,6.87,10.14
2025-04-17,-16.48,-10.94,-4.84,1.25,6.8,10.07
2025-04-21,-16.81,-11.26,-5.17,0.93,6.47,9.75
2025-04-22,-17.9,-12.35,-6.25,-0.16,5.39,8.66
2025-02-18,-18.62,-13.07,-6.98,-0.88,4.67,7.94
2025-02-19,-17.84,-12.29,-6.2,-0.1,5.45,8.72
2025-02-20,-17.72,-12.18,-6.08,0.01,5.56,8.83
2025-02-21,-16.99,-11.44,-5.35,0.74,6.29,9.57
2025-02-24,-17.92,-12.37,-6.28,-0.18,5.36,8.64
2025-02-25,-17.73,-12.18,-6.09,0.01,5.56,8.83
2025-02-27,-17.85,-12.3,-6.21,-0.12,5.43,8.71
2025-02-28,-17.58,-12.03,-5.94,0.16,5.71,8.98
2025-03-03,-18.08,-12.53,-6.44,-0.35,5.2,8.48
2025-03-04,-17.91,-12.36,-6.27,-0.18,5.37,8.65
2025-03-05,-17.82,-12.28,-6.18,-0.09,5.46,8.73
2025-03-06,-18.38,-12.83,-6.74,-0.65,4.9,8.18
2025-03-07,-14.17,-8.63,-2.53,3.56,9.11,12.38
2025-03-10,-18.02,-12.48,-6.38,-0.29,5.26,8.53
2025-03-11,-17.99,-12.44,-6.35,-0.26,5.29,8.57
2025-03-12,-17.92,-12.37,-6.28,-0.18,5.37,8.64
2025-03-13,-17.83,-12.29,-6.19,-0.1,5.45,8.72
2025-03-17,-17.17,-11.63,-5.53,0.56,6.11,9.38
2025-03-18,-16.36,-10.82,-4.72,1.37,6.92,10.19
2025-03-19,-17.31,-11.76,-5.67,0.43,5.97,9.25
2025-03-20,-18.76,-13.21,-7.12,-1.02,4.53,7.8
2025-03-21,-15.73,-10.18,-4.09,2.01,7.56,10.83
2025-03-24,-17.81,-12.26,-6.17,-0.07,5.47,8.75
2025-03-25,-18.99,-13.44,-7.35,-1.26,4.29,7.57
2025-03-26,-19.31,-13.77,-7.67,-1.58,3.97,7.24
2025-03-27,-18.95,-13.4,-7.31,-1.21,4.33,7.61
2025-03-28,-20.09,-14.54,-8.45,-2.35,3.19,6.47
2025-04-01,-18.3,-12.75,-6.66,-0.57,4.98,8.26
2025-04-02,-18.19,-12.64,-6.55,-0.45,5.1,8.37
2025-04-03,-18.68,-13.13,-7.04,-0.95,4.6,7.88
2025-04-04,-18.19,-12.65,-6.55,-0.46,5.09,8.36
2025-04-07,-15.28,-9.73,-3.64,2.46,8.0,11.28
2025-04-08,-12.46,-6.91,-0.82,5.28,10.82,14.1
2025-04-09,-14.71,-9.16,-3.07,3.03,8.58,11.85
2025-04-11,-17.65,-12.11,-6.01,0.08,5.63,8.9
2025-04-15,-17.72,-12.17,-6.08,0.01,5.56,8.84
2025-04-16,-16.33,-10.78,-4.69,1.41,6.95,10.23
2025-04-17,-18.03,-12.48,-6.39,-0.29,5.25,8.53
2025-04-21,-17.38,-11.83,-5.74,0.36,5.91,9.18
2025-04-22,-18.0,-12.45,-6.36,-0.26,5.28,8.56
2025-02-18,-17.66,-12.11,-6.02,0.07,5.62,8.9
2025-02-19,-17.78,-12.23,-6.13,-0.04,5.51,8.78
2025-02-20,-17.66,-12.11,-6.02,0.08,5.63,8.9
2025-02-21,-17.8,-12.25,-6.15,-0.06,5.49,8.76
2025-02-24,-18.05,-12.5,-6.41,-0.32,5.23,8.51
2025-02-25,-17.89,-12.34,-6.25,-0.15,5.39,8.67
2025-02-27,-17.93,-12.38,-6.29,-0.19,5.36,8.63
2025-02-28,-17.96,-12.41,-6.32,-0.22,5.32,8.6
2025-03-03,-17.65,-12.1,-6.01,0.09,5.64,8.91
2025-03-04,-18.59,-13.04,-6.95,-0.85,4.7,7.97
2025-03-05,-18.47,-12.92,-6.83,-0.73,4.81,8.09
2025-03-06,-19.08,-13.53,-7.43,-1.34,4.21,7.48
2025-03-07,-14.99,-9.45,-3.35,2.74,8.29,11.56
2025-03-10,-18.66,-13.11,-7.02,-0.92,4.63,7.9
2025-03-11,-17.05,-11.51,-5.41,0.68,6.23,9.5
2025-03-12,-18.33,-12.78,-6.69,-0.6,4.95,8.23
2025-03-13,-18.19,-12.64,-6.55,-0.45,5.1,8.37
2025-03-17,-18.22,-12.67,-6.57,-0.48,5.07,8.34
2025-03-18,-15.54,-9.99,-3.9,2.19,7.74,11.02
2025-03-19,-18.09,-12.54,-6.45,-0.35,5.2,8.47
2025-03-20,-17.53,-11.98,-5.89,0.21,5.76,9.03
2025-03-21,-15.2,-9.65,-3.56,2.54,8.08,11.36
2025-03-24,-17.19,-11.65,-5.55,0.54,6.09,9.36
2025-03-25,-18.36,-12.81,-6.72,-0.62,4.93,8.2
2025-03-26,-18.72,-13.17,-7.08,-0.98,4.56,7.84
2025-03-27,-16.9,-11.35,-5.26,0.83,6.38,9.65
2025-03-28,-18.92,-13.37,-7.28,-1.19,4.36,7.64
2025-04-01,-16.77,-11.22,-5.13,0.97,6.51,9.79
2025-04-02,-16.76,-11.21,-5.12,0.97,6.52,9.79
2025-04-03,-16.34,-10.79,-4.7,1.4,6.95,10.22
2025-04-04,-16.82,-11.27,-5.17,0.92,6.47,9.74
2025-04-07,-15.24,-9.69,-3.6,2.5,8.05,11.32
2025-04-08,-12.01,-6.47,-0.37,5.72,11.27,14.54
2025-04-09,-13.1,-7.55,-1.46,4.64,10.19,13.46
2025-04-11,-15.38,-9.83,-3.74,2.36,7.9,11.18
2025-04-15,-17.28,-11.74,-5.64,0.45,6.0,9.27
2025-04-16,-15.97,-10.42,-4.33,1.76,7.31,10.58
2025-04-17,-16.29,-10.74,-4.65,1.45,7.0,10.27
2025-04-21,-16.18,-10.63,-4.54,1.55,7.1,10.38
2025-04-22,-16.2,-10.65,-4.56,1.53,7.08,10.36
2025-02-18,-17.84,-12.3,-6.2,-0.11,5.44,8.71
2025-02-19,-18.09,-12.54,-6.44,-0.35,5.2,8.47
2025-02-20,-17.94,-12.39,-6.3,-0.2,5.34,8.62
2025-02-21,-16.94,-11.39,-5.3,0.79,6.34,9.62
2025-02-24,-17.04,-11.49,-5.4,0.7,6.24,9.52
2025-02-25,-17.15,-11.6,-5.5,0.59,6.14,9.41
2025-02-27,-17.96,-12.41,-6.31,-0.22,5.33,8.6
2025-02-28,-16.73,-11.18,-5.09,1.01,6.55,9.83
2025-03-03,-16.84,-11.29,-5.2,0.9,6.44,9.72
2025-03-04,-16.58,-11.03,-4.94,1.16,6.7,9.98
2025-03-05,-16.78,-11.23,-5.14,0.96,6.51,9.78
2025-03-06,-17.77,-12.22,-6.12,-0.03,5.52,8.79
2025-03-07,-14.2,-8.65,-2.56,3.53,9.08,12.36
2025-03-10,-18.1,-12.55,-6.46,-0.36,5.18,8.46
2025-03-11,-17.79,-12.25,-6.15,-0.06,5.49,8.76
2025-03-12,-17.09,-11.54,-5.44,0.65,6.2,9.47
2025-03-13,-17.68,-12.13,-6.04,0.06,5.6,8.88
2025-03-17,-16.75,-11.2,-5.11,0.99,6.54,9.81
2025-03-18,-15.86,-10.32,-4.22,1.87,7.42,10.69
2025-03-19,-17.94,-12.39,-6.3,-0.2,5.35,8.62
2025-03-20,-17.96,-12.41,-6.32,-0.22,5.32,8.6
2025-03-21,-16.2,-10.65,-4.56,1.54,7.08,10.36
2025-03-24,-17.33,-11.78,-5.69,0.41,5.96,9.23
2025-03-25,-17.97,-12.42,-6.33,-0.23,5.31,8.59
2025-03-26,-18.77,-13.22,-7.13,-1.03,4.52,7.79
2025-03-27,-17.96,-12.41,-6.32,-0.23,5.32,8.6
2025-03-28,-18.33,-12.79,-6.69,-0.6,4.95,8.22
2025-04-01,-17.6,-12.05,-5.96,0.13,5.68,8.96
2025-04-02,-18.53,-12.98,-6.89,-0.79,4.76,8.03
2025-04-03,-17.95,-12.4,-6.3,-0.21,5.34,8.61
2025-04-04,-18.03,-12.48,-6.38,-0.29,5.26,8.53
2025-04-07,-15.28,-9.73,-3.64,2.45,8.0,11.28
2025-04-08,-11.49,-5.94,0.15,6.25,11.79,15.07
2025-04-09,-12.98,-7.43,-1.33,4.76,10.31,13.58
2025-04-11,-17.49,-11.94,-5.84,0.25,5.8,9.07
2025-04-15,-16.7,-11.15,-5.05,1.04,6.59,9.86
2025-04-16,-15.59,-10.05,-3.95,2.14,7.69,10.96
2025-04-17,-17.12,-11.58,-5.48,0.61,6.16,9.43
2025-04-21,-17.69,-12.14,-6.05,0.05,5.6,8.87
2025-04-22,-17.54,-11.99,-5.9,0.2,5.75,9.02
2025-02-18,-17.87,-12.32,-6.23,-0.13,5.41,8.69
2025-02-19,-17.2,-11.65,-5.56,0.53,6.08,9.36
2025-02-20,-17.01,-11.46,-5.36,0.73,6.28,9.55
2025-02-21,-17.02,-11.47,-5.38,0.72,6.27,9.54
2025-02-24,-17.55,-12.0,-5.91,0.19,5.74,9.01
2025-02-25,-17.81,-12.26,-6.17,-0.07,5.47,8.75
2025-02-27,-17.87,-12.32,-6.23,-0.13,5.42,8.69
2025-02-28,-17.46,-11.91,-5.82,0.27,5.82,9.1
2025-03-03,-17.85,-12.3,-6.21,-0.12,5.43,8.71
2025-03-04,-18.65,-13.1,-7.01,-0.91,4.64,7.91
2025-03-05,-17.41,-11.86,-5.77,0.33,5.88,9.15
2025-03-06,-18.94,-13.4,-7.3,-1.21,4.34,7.61
2025-03-07,-13.84,-8.3,-2.2,3.89,9.44,12.71
2025-03-10,-17.48,-11.93,-5.84,0.26,5.81,9.08
2025-03-11,-16.49,-10.94,-4.85,1.25,6.79,10.07
2025-03-12,-17.74,-12.2,-6.1,-0.01,5.54,8.81
2025-03-13,-18.37,-12.82,-6.73,-0.63,4.91,8.19
2025-03-17,-17.7,-12.16,-6.06,0.03,5.58,8.85
2025-03-18,-15.37,-9.83,-3.73,2.36,7.91,11.18
2025-03-19,-17.53,-11.98,-5.89,0.2,5.75,9.02
2025-03-20,-18.36,-12.81,-6.72,-0.62,4.93,8.2
2025-03-21,-16.47,-10.92,-4.83,1.27,6.82,10.09
2025-03-24,-17.02,-11.47,-5.38,0.71,6.26,9.54
2025-03-25,-17.78,-12.23,-6.14,-0.05,5.5,8.78
2025-03-26,-18.04,-12.5,-6.4,-0.31,5.24,8.51
2025-03-27,-17.98,-12.43,-6.34,-0.24,5.3,8.58
2025-03-28,-17.81,-12.27,-6.17,-0.08,5.47,8.74
2025-04-01,-17.43,-11.89,-5.79,0.3,5.85,9.12
2025-04-02,-19.26,-13.71,-7.62,-1.53,4.02,7.29
2025-04-03,-19.73,-14.18,-8.09,-1.99,3.55,6.83
2025-04-04,-18.0,-12.46,-6.36,-0.27,5.28,8.55
2025-04-07,-15.92,-10.37,-4.27,1.82,7.37,10.64
2025-04-08,-13.77,-8.22,-2.12,3.97,9.52,12.79
2025-04-09,-14.78,-9.24,-3.14,2.95,8.5,11.77
2025-04-11,-18.63,-13.08,-6.99,-0.9,4.65,7.93
2025-04-15,-17.79,-12.24,-6.15,-0.06,5.49,8.77
2025-04-16,-15.71,-10.16,-4.07,2.02,7.57,10.85
2025-04-17,-16.21,-10.66,-4.57,1.53,7.08,10.35
2025-04-21,-16.32,-10.77,-4.68,1.41,6.96,10.24
2025-04-22,-17.19,-11.64,-5.54,0.55,6.1,9.37
2025-02-18,-18.79,-13.24,-7.15,-1.05,4.49,7.77
2025-02-19,-17.57,-12.02,-5.93,0.16,5.71,8.99
2025-02-20,-17.41,-11.86,-5.76,0.33,5.88,9.15
2025-02-21,-17.53,-11.98,-5.89,0.21,5.75,9.03
2025-02-24,-18.43,-12.88,-6.78,-0.69,4.86,8.13
2025-02-25,-17.75,-12.2,-6.11,-0.01,5.54,8.81
2025-02-27,-18.41,-12.86,-6.77,-0.67,4.87,8.15
2025-02-28,-17.68,-12.14,-6.04,0.05,5.6,8.87
2025-03-03,-17.87,-12.32,-6.23,-0.14,5.41,8.69
2025-03-04,-16.99,-11.44,-5.35,0.75,6.3,9.57
2025-03-05,-17.26,-11.71,-5.62,0.47,6.02,9.3
2025-03-06,-17.91,-12.36,-6.27,-0.18,5.37,8.65
2025-03-07,-14.19,-8.64,-2.55,3.54,9.09,12.37
2025-03-10,-17.33,-11.78,-5.68,0.41,5.96,9.23
2025-03-11,-17.37,-11.82,-5.72,0.37,5.92,9.19
2025-03-12,-17.79,-12.24,-6.14,-0.05,5.5,8.77
2025-03-13,-17.78,-12.23,-6.14,-0.05,5.5,8.78
2025-03-17,-16.99,-11.44,-5.35,0.75,6.29,9.57
2025-03-18,-16.07,-10.52,-4.43,1.66,7.21,10.49
2025-03-19,-18.02,-12.47,-6.38,-0.28,5.26,8.54
2025-03-20,-18.25,-12.7,-6.61,-0.52,5.03,8.31
2025-03-21,-16.41,-10.86,-4.77,1.33,6.88,10.15
2025-03-24,-17.34,-11.79,-5.69,0.4,5.95,9.22
2025-03-25,-18.17,-12.62,-6.53,-0.44,5.11,8.39
2025-03-26,-18.49,-12.94,-6.85,-0.75,4.79,8.07
2025-03-27,-17.29,-11.74,-5.65,0.45,6.0,9.27
2025-03-28,-17.34,-11.79,-5.7,0.4,5.94,9.22
2025-04-01,-17.87,-12.32,-6.23,-0.14,5.41,8.69
2025-04-02,-17.7,-12.15,-6.06,0.03,5.58,8.86
2025-04-03,-17.82,-12.28,-6.18,-0.09,5.46,8.73
2025-04-04,-18.57,-13.02,-6.93,-0.83,4.71,7.99
2025-04-07,-15.55,-10.0,-3.91,2.19,7.74,11.01
2025-04-08,-13.1,-7.55,-1.46,4.64,10.18,13.46
2025-04-09,-15.16,-9.62,-3.52,2.57,8.12,11.39
2025-04-11,-17.33,-11.78,-5.69,0.41,5.95,9.23
2025-04-15,-16.7,-11.15,-5.06,1.04,6.58,9.86
2025-04-16,-16.19,-10.64,-4.55,1.54,7.09,10.37
2025-04-17,-16.87,-11.32,-5.23,0.86,6.41,9.69
2025-04-21,-16.49,-10.94,-4.85,1.24,6.79,10.07
2025-04-22,-17.46,-11.91,-5.82,0.27,5.82,9.1
2025-02-18,-18.54,-13.0,-6.9,-0.81,4.74,8.01
2025-02-19,-17.91,-12.37,-6.27,-0.18,5.37,8.64
2025-02-20,-17.42,-11.88,-5.78,0.31,5.86,9.13
2025-02-21,-18.34,-12.79,-6.69,-0.6,4.95,8.22
2025-02-24,-17.51,-11.96,-5.86,0.23,5.78,9.05
2025-02-25,-18.38,-12.83,-6.73,-0.64,4.91,8.18
2025-02-27,-17.56,-12.01,-5.92,0.18,5.73,9.0
2025-02-28,-17.27,-11.72,-5.63,0.46,6.01,9.29
2025-03-03,-17.38,-11.83,-5.73,0.36,5.91,9.18
2025-03-04,-16.37,-10.83,-4.73,1.36,6.91,10.18
2025-03-05,-17.36,-11.81,-5.72,0.37,5.92,9.2
2025-03-06,-18.22,-12.67,-6.57,-0.48,5.07,8.34
2025-03-07,-13.91,-8.36,-2.27,3.82,9.37,12.65
2025-03-10,-18.01,-12.46,-6.37,-0.28,5.27,8.55
2025-03-11,-17.45,-11.9,-5.81,0.29,5.83,9.11
2025-03-12,-17.21,-11.67,-5.57,0.52,6.07,9.34
2025-03-13,-16.8,-11.25,-5.16,0.94,6.48,9.76
2025-03-17,-16.79,-11.24,-5.15,0.94,6.49,9.77
2025-03-18,-16.48,-10.93,-4.83,1.26,6.81,10.08
2025-03-19,-16.16,-10.61,-4.52,1.58,7.12,10.4
2025-03-20,-17.09,-11.54,-5.45,0.65,6.19,9.47
2025-03-21,-15.21,-9.66,-3.57,2.52,8.07,11.35
2025-03-24,-16.31,-10.76,-4.66,1.43,6.98,10.25
2025-03-25,-17.02,-11.47,-5.38,0.71,6.26,9.54
2025-03-26,-18.05,-12.51,-6.41,-0.32,5.23,8.5
2025-03-27,-17.31,-11.77,-5.67,0.42,5.97,9.24
2025-03-28,-18.27,-12.73,-6.63,-0.54,5.01,8.28
2025-04-01,-15.96,-10.42,-4.32,1.77,7.32,10.59
2025-04-02,-15.99,-10.44,-4.35,1.74,7.29,10.57
2025-04-03,-15.49,-9.94,-3.84,2.25,7.8,11.07
2025-04-04,-16.55,-11.0,-4.91,1.19,6.74,10.01
2025-04-07,-14.06,-8.51,-2.42,3.68,9.22,12.5
2025-04-08,-13.3,-7.75,-1.66,4.43,9.98,13.26
2025-04-09,-13.41,-7.86,-1.77,4.32,9.87,13.15
2025-04-11,-15.87,-10.32,-4.23,1.86,7.41,10.69
2025-04-15,-16.58,-11.03,-4.94,1.16,6.71,9.98
2025-04-16,-17.73,-12.18,-6.09,0.01,5.55,8.83
2025-04-17,-17.03,-11.48,-5.39,0.71,6.25,9.53
2025-04-21,-17.92,-12.38,-6.28,-0.19,5.36,8.63
2025-04-22,-18.05,-12.5,-6.41,-0.32,5.23,8.51
2025-02-18,-17.98,-12.43,-6.34,-0.24,5.31,8.58
2025-02-19,-17.86,-12.31,-6.22,-0.12,5.43,8.7
2025-02-20,-18.14,-12.6,-6.5,-0.41,5.14,8.41
2025-02-21,-17.21,-11.66,-5.57,0.53,6.08,9.35
2025-02-24,-18.15,-12.6,-6.51,-0.42,5.13,8.41
2025-02-25,-18.28,-12.73,-6.64,-0.54,5.0,8.28
2025-02-27,-18.82,-13.27,-7.18,-1.09,4.46,7.74
2025-02-28,-16.33,-10.78,-4.69,1.41,6.95,10.23
2025-03-03,-16.07,-10.52,-4.43,1.66,7.21,10.49
2025-03-04,-16.36,-10.81,-4.72,1.38,6.92,10.2
2025-03-05,-16.35,-10.8,-4.7,1.39,6.94,10.21
2025-03-06,-19.33,-13.78,-7.69,-1.59,3.95,7.23
2025-03-07,-14.77,-9.22,-3.13,2.96,8.51,11.79
2025-03-10,-16.87,-11.32,-5.22,0.87,6.42,9.69
2025-03-11,-16.94,-11.39,-5.3,0.8,6.34,9.62
2025-03-12,-16.36,-10.81,-4.72,1.37,6.92,10.2
2025-03-13,-15.54,-9.99,-3.89,2.2,7.75,11.02
2025-03-17,-15.79,-10.24,-4.14,1.95,7.5,10.77
2025-03-18,-14.57,-9.02,-2.92,3.17,8.72,11.99
2025-03-19,-14.52,-8.97,-2.87,3.22,8.77,12.04
2025-03-20,-15.77,-10.22,-4.13,1.97,7.51,10.79
2025-03-21,-13.56,-8.01,-1.92,4.18,9.72,13.0
2025-03-24,-17.37,-11.82,-5.73,0.37,5.92,9.19
2025-03-25,-18.39,-12.84,-6.75,-0.65,4.89,8.17
2025-03-26,-18.44,-12.89,-6.8,-0.71,4.84,8.12
2025-03-27,-18.7,-13.15,-7.05,-0.96,4.59,7.86
2025-03-28,-19.41,-13.87,-7.77,-1.68,3.87,7.14
2025-04-01,-17.54,-11.99,-5.9,0.2,5.74,9.02
2025-04-02,-18.19,-12.64,-6.55,-0.46,5.09,8.37
2025-04-03,-16.9,-11.35,-5.26,0.84,6.38,9.66
2025-04-04,-15.87,-10.32,-4.23,1.87,7.41,10.69
2025-04-07,-12.66,-7.11,-1.02,5.07,10.62,13.9
2025-04-08,-11.88,-6.33,-0.24,5.86,11.41,14.68
2025-04-09,-12.75,-7.2,-1.11,4.99,10.53,13.81
2025-04-11,-15.05,-9.5,-3.41,2.68,8.23,11.51
2025-04-15,-15.24,-9.69,-3.6,2.5,8.05,11.32
2025-04-16,-14.24,-8.69,-2.6,3.49,9.04,12.32
2025-04-17,-15.06,-9.51,-3.42,2.68,8.22,11.5
2025-04-21,-16.17,-10.62,-4.52,1.57,7.12,10.39
2025-04-22,-17.38,-11.83,-5.73,0.36,5.91,9.18
2025-02-18,-14.49,-8.94,-2.85,3.25,8.8,12.07
2025-02-19,-14.51,-8.96,-2.87,3.23,8.77,12.05
2025-02-20,-15.21,-9.66,-3.56,2.53,8.08,11.35
2025-02-21,-14.82,-9.28,-3.18,2.91,8.46,11.73
2025-02-24,-15.34,-9.79,-3.7,2.4,7.95,11.22
2025-02-25,-14.45,-8.9,-2.81,3.29,8.84,12.11
2025-02-27,-14.56,-9.01,-2.92,3.18,8.72,12.0
2025-02-28,-14.3,-8.75,-2.66,3.43,8.98,12.26
2025-03-03,-14.58,-9.03,-2.93,3.16,8.71,11.98
2025-03-04,-14.45,-8.9,-2.81,3.29,8.83,12.11
2025-03-05,-14.09,-8.54,-2.45,3.64,9.19,12.47
2025-03-06,-16.01,-10.46,-4.36,1.73,7.28,10.55
2025-03-07,-13.68,-8.14,-2.04,4.05,9.6,12.87
2025-03-10,-15.03,-9.48,-3.39,2.7,8.25,11.53
2025-03-11,-14.68,-9.13,-3.04,3.05,8.6,11.88
2025-03-12,-14.45,-8.9,-2.81,3.28,8.83,12.11
2025-03-13,-14.92,-9.37,-3.28,2.81,8.36,11.64
2025-03-17,-14.53,-8.98,-2.89,3.21,8.76,12.03
2025-03-18,-16.09,-10.54,-4.45,1.65,7.2,10.47
2025-03-19,-18.45,-12.9,-6.81,-0.71,4.83,8.11
2025-03-20,-18.36,-12.82,-6.72,-0.63,4.92,8.19
2025-03-21,-15.85,-10.3,-4.2,1.89,7.44,10.71
2025-03-24,-17.72,-12.17,-6.07,0.02,5.57,8.84
2025-03-25,-18.18,-12.63,-6.54,-0.44,5.1,8.38
2025-03-26,-18.81,-13.26,-7.17,-1.08,4.47,7.75
2025-03-27,-18.23,-12.68,-6.59,-0.5,5.05,8.33
2025-03-28,-18.8,-13.25,-7.16,-1.07,4.48,7.76
2025-04-01,-17.94,-12.39,-6.3,-0.21,5.34,8.62
2025-04-02,-18.42,-12.87,-6.78,-0.68,4.86,8.14
2025-04-03,-18.69,-13.15,-7.05,-0.96,4.59,7.86
2025-04-04,-18.76,-13.21,-7.11,-1.02,4.53,7.8
2025-04-07,-13.35,-7.8,-1.71,4.38,9.93,13.21
2025-04-08,-13.1,-7.55,-1.46,4.64,10.19,13.46
2025-04-09,-14.9,-9.36,-3.26,2.83,8.38,11.65
2025-04-11,-16.49,-10.94,-4.85,1.25,6.8,10.07
2025-04-15,-17.8,-12.26,-6.16,-0.07,5.48,8.75
2025-04-16,-16.42,-10.87,-4.78,1.32,6.86,10.14
2025-04-17,-18.33,-12.78,-6.69,-0.59,4.95,8.23
2025-04-21,-16.15,-10.6,-4.51,1.59,7.14,10.41
2025-04-22,-17.07,-11.52,-5.43,0.67,6.22,9.49
2025-02-18,-18.22,-12.67,-6.58,-0.49,5.06,8.34
2025-02-19,-18.19,-12.64,-6.54,-0.45,5.1,8.37
2025-02-20,-17.18,-11.63,-5.54,0.55,6.1,9.38
2025-02-21,-18.09,-12.54,-6.45,-0.35,5.2,8.47
2025-02-24,-17.4,-11.86,-5.76,0.33,5.88,9.15
2025-02-25,-16.93,-11.39,-5.29,0.8,6.35,9.62
2025-02-27,-16.69,-11.14,-5.05,1.05,6.6,9.87
2025-02-28,-16.23,-10.68,-4.58,1.51,7.06,10.33
2025-03-03,-16.93,-11.38,-5.29,0.81,6.35,9.63
2025-03-04,-17.06,-11.51,-5.41,0.68,6.23,9.5
2025-03-05,-16.4,-10.86,-4.76,1.33,6.88,10.15
2025-03-06,-18.2,-12.65,-6.56,-0.46,5.08,8.36
2025-03-07,-13.57,-8.02,-1.93,4.16,9.71,12.99
2025-03-10,-15.68,-10.13,-4.03,2.06,7.61,10.88
2025-03-11,-17.74,-12.19,-6.1,-0.0,5.55,8.82
2025-03-12,-17.61,-12.07,-5.97,0.12,5.67,8.94
2025-03-13,-15.56,-10.02,-3.92,2.17,7.72,10.99
2025-03-17,-15.73,-10.18,-4.09,2.01,7.55,10.83
2025-03-18,-15.66,-10.11,-4.02,2.07,7.62,10.9
2025-03-19,-17.88,-12.34,-6.24,-0.15,5.4,8.67
2025-03-20,-17.62,-12.07,-5.98,0.12,5.67,8.94
2025-03-21,-16.35,-10.81,-4.71,1.38,6.93,10.2
2025-03-24,-17.45,-11.9,-5.81,0.29,5.83,9.11
