date,P10,P25,P50,P75,P90,P95
2025-01-31,-11.68,-6.13,-0.04,6.05,11.6,14.88
2025-02-03,-10.25,-4.7,1.4,7.49,13.04,16.31
2025-02-04,-14.45,-8.9,-2.81,3.29,8.84,12.11
2025-02-05,-11.63,-6.08,0.02,6.11,11.66,14.93
2025-02-06,-12.09,-6.54,-0.45,5.65,11.2,14.47
2025-02-07,-10.63,-5.08,1.02,7.11,12.66,15.93
2025-02-10,-9.5,-3.95,2.14,8.24,13.78,17.06
2025-02-11,-12.32,-6.77,-0.68,5.42,10.97,14.24
2025-02-12,-10.49,-4.94,1.15,7.24,12.79,16.07
2025-02-13,-11.15,-5.6,0.5,6.59,12.14,15.41
2025-02-14,-11.63,-6.08,0.02,6.11,11.66,14.93
2025-02-17,-10.36,-4.82,1.28,7.37,12.92,16.19
2024-12-24,-16.7,-11.15,-5.06,1.04,6.58,9.86
2024-12-25,-15.77,-10.22,-4.13,1.96,7.51,10.79
2024-12-26,-16.77,-11.22,-5.13,0.97,6.51,9.79
2024-12-27,-16.62,-11.07,-4.98,1.12,6.66,9.94
2024-12-30,-13.31,-7.77,-1.67,4.42,9.97,13.24
2024-12-31,-16.25,-10.7,-4.61,1.48,7.03,10.3
2025-01-01,-15.27,-9.72,-3.63,2.47,8.02,11.29
2025-01-02,-16.79,-11.24,-5.14,0.95,6.5,9.77
2025-01-03,-15.06,-9.52,-3.42,2.67,8.22,11.49
2025-01-06,-11.88,-6.33,-0.24,5.86,11.41,14.68
2025-01-07,-17.34,-11.79,-5.69,0.4,5.95,9.22
2025-01-08,-16.07,-10.52,-4.42,1.67,7.22,10.49
2025-01-09,-12.08,-6.53,-0.44,5.65,11.2,14.48
2025-01-10,-12.32,-6.77,-0.67,5.42,10.97,14.24
2025-01-13,-13.19,-7.64,-1.55,4.55,10.09,13.37
2025-01-14,-13.12,-7.57,-1.48,4.62,10.17,13.44
2025-01-15,-12.02,-6.47,-0.38,5.71,11.26,14.54
2025-01-16,-11.87,-6.32,-0.23,5.87,11.42,14.69
2025-01-17,-13.34,-7.79,-1.7,4.4,9.94,13.22
2025-01-20,-10.47,-4.92,1.17,7.27,12.82,16.09
2025-01-21,-10.95,-5.4,0.69,6.79,12.34,15.61
2025-01-22,-8.86,-3.31,2.78,8.88,14.42,17.7
2025-01-23,-11.47,-5.93,0.17,6.26,11.81,15.08
2025-01-24,-11.78,-6.24,-0.14,5.95,11.5,14.77
2025-01-27,-12.64,-7.1,-1.0,5.09,10.64,13.91
2025-01-28,-12.45,-6.9,-0.81,5.29,10.84,14.11
2025-01-29,-13.03,-7.49,-1.39,4.7,10.25,13.52
2025-01-30,-13.11,-7.57,-1.47,4.62,10.17,13.44
2025-01-31,-12.16,-6.61,-0.52,5.57,11.12,14.4
2025-02-03,-8.89,-3.34,2.75,8.85,14.4,17.67
2025-02-04,-13.47,-7.92,-1.83,4.26,9.81,13.09
2025-02-05,-12.31,-6.76,-0.67,5.42,10.97,14.25
2025-02-06,-12.27,-6.72,-0.63,5.46,11.01,14.29
2025-02-07,-11.17,-5.62,0.47,6.57,12.11,15.39
2025-02-10,-7.27,-1.72,4.37,10.46,16.01,19.29
2025-02-11,-10.87,-5.32,0.78,6.87,12.42,15.69
2025-02-12,-10.9,-5.35,0.74,6.83,12.38,15.66
2025-02-13,-12.2,-6.65,-0.56,5.54,11.08,14.36
2025-02-14,-11.33,-5.78,0.31,6.41,11.95,15.23
2025-02-17,-10.89,-5.34,0.75,6.85,12.39,15.67
2024-12-24,-17.28,-11.73,-5.64,0.45,6.0,9.28
2024-12-25,-17.44,-11.9,-5.8,0.29,5.84,9.11
2024-12-26,-17.7,-12.15,-6.06,0.04,5.59,8.86
2024-12-27,-16.66,-11.11,-5.02,1.08,6.62,9.9
2024-12-30,-13.28,-7.73,-1.64,4.45,10.0,13.28
2024-12-31,-16.84,-11.29,-5.19,0.9,6.45,9.72
2025-01-01,-15.94,-10.39,-4.29,1.8,7.35,10.62
2025-01-02,-15.97,-10.42,-4.33,1.77,7.31,10.59
2025-01-03,-14.65,-9.1,-3.01,3.09,8.64,11.91
2025-01-06,-11.48,-5.93,0.16,6.26,11.8,15.08
2025-01-07,-15.28,-9.74,-3.64,2.45,8.0,11.27
2025-01-08,-16.6,-11.05,-4.96,1.13,6.68,9.95
2025-01-09,-11.38,-5.84,0.26,6.35,11.9,15.17
2025-01-10,-11.77,-6.22,-0.12,5.97,11.52,14.79
2025-01-13,-11.55,-6.0,0.09,6.19,11.74,15.01
2025-01-14,-13.96,-8.41,-2.32,3.78,9.33,12.6
2025-01-15,-14.12,-8.57,-2.48,3.62,9.16,12.44
2025-01-16,-12.52,-6.97,-0.88,5.21,10.76,14.04
2025-01-17,-13.44,-7.9,-1.8,4.29,9.84,13.11
2025-01-20,-11.6,-6.05,0.04,6.13,11.68,14.96
2025-01-21,-13.43,-7.88,-1.79,4.31,9.85,13.13
2025-01-22,-11.23,-5.68,0.42,6.51,12.06,15.33
2025-01-23,-12.37,-6.83,-0.73,5.36,10.91,14.18
2025-01-24,-12.51,-6.96,-0.87,5.22,10.77,14.05
2025-01-27,-11.75,-6.2,-0.11,5.99,11.53,14.81
2025-01-28,-11.86,-6.31,-0.21,5.88,11.43,14.7
2025-01-29,-12.08,-6.53,-0.44,5.66,11.2,14.48
2025-01-30,-11.15,-5.6,0.49,6.58,12.13,15.41
2025-01-31,-11.55,-6.0,0.09,6.18,11.73,15.01
2025-02-03,-10.93,-5.38,0.71,6.81,12.36,15.63
2025-02-04,-13.74,-8.19,-2.1,4.0,9.54,12.82
2025-02-05,-13.3,-7.75,-1.66,4.44,9.98,13.26
2025-02-06,-13.27,-7.72,-1.63,4.47,10.02,13.29
2025-02-07,-11.8,-6.25,-0.16,5.94,11.48,14.76
2025-02-10,-7.05,-1.5,4.59,10.68,16.23,19.51
2025-02-11,-11.85,-6.3,-0.21,5.88,11.43,14.71
2025-02-12,-11.71,-6.16,-0.06,6.03,11.58,14.85
2025-02-13,-12.6,-7.05,-0.96,5.14,10.69,13.96
2025-02-14,-12.73,-7.18,-1.08,5.01,10.56,13.83
2025-02-17,-12.16,-6.61,-0.52,5.57,11.12,14.4
2024-12-24,-16.88,-11.33,-5.24,0.86,6.4,9.68
2024-12-25,-16.88,-11.33,-5.24,0.86,6.41,9.68
2024-12-26,-15.79,-10.24,-4.15,1.95,7.49,10.77
2024-12-27,-14.68,-9.13,-3.03,3.06,8.61,11.88
2024-12-30,-12.48,-6.93,-0.84,5.25,10.8,14.08
2024-12-31,-15.13,-9.59,-3.49,2.6,8.15,11.42
2025-01-01,-14.64,-9.09,-3.0,3.09,8.64,11.92
2025-01-02,-14.86,-9.31,-3.22,2.87,8.42,11.7
2025-01-03,-14.1,-8.56,-2.46,3.63,9.18,12.45
2025-01-06,-11.39,-5.84,0.25,6.34,11.89,15.17
2025-01-07,-14.97,-9.42,-3.32,2.77,8.32,11.59
2025-01-08,-16.33,-10.78,-4.69,1.41,6.96,10.23
2025-01-09,-11.49,-5.94,0.15,6.25,11.8,15.07
2025-01-10,-12.1,-6.56,-0.46,5.63,11.18,14.45
2025-01-13,-13.42,-7.87,-1.78,4.32,9.86,13.14
2025-01-14,-10.2,-4.65,1.44,7.53,13.08,16.36
2025-01-15,-10.59,-5.05,1.05,7.14,12.69,15.96
2025-01-16,-12.09,-6.54,-0.45,5.65,11.2,14.47
2025-01-17,-13.67,-8.12,-2.03,4.07,9.61,12.89
2025-01-20,-10.99,-5.45,0.65,6.74,12.29,15.56
2025-01-21,-12.6,-7.05,-0.96,5.14,10.69,13.96
2025-01-22,-9.21,-3.66,2.44,8.53,14.08,17.35
2025-01-23,-11.64,-6.1,-0.0,6.09,11.64,14.91
2025-01-24,-10.99,-5.44,0.65,6.75,12.29,15.57
2025-01-27,-11.2,-5.66,0.44,6.53,12.08,15.35
2025-01-28,-10.34,-4.79,1.3,7.4,12.94,16.22
2025-01-29,-10.51,-4.96,1.13,7.23,12.77,16.05
2025-01-30,-10.36,-4.81,1.29,7.38,12.93,16.2
2025-01-31,-11.89,-6.34,-0.25,5.85,11.39,14.67
2025-02-03,-8.38,-2.83,3.26,9.36,14.91,18.18
2025-02-04,-13.3,-7.75,-1.66,4.44,9.99,13.26
2025-02-05,-12.55,-7.0,-0.91,5.18,10.73,14.01
2025-02-06,-12.71,-7.16,-1.06,5.03,10.58,13.85
2025-02-07,-10.88,-5.33,0.77,6.86,12.41,15.68
2025-02-10,-6.81,-1.26,4.83,10.93,16.47,19.75
2025-02-11,-11.2,-5.65,0.44,6.53,12.08,15.36
2025-02-12,-11.19,-5.65,0.45,6.54,12.09,15.36
2025-02-13,-12.39,-6.85,-0.75,5.34,10.89,14.16
2025-02-14,-13.76,-8.21,-2.11,3.98,9.53,12.8
2025-02-17,-13.49,-7.94,-1.84,4.25,9.8,13.07
2024-12-24,-16.75,-11.21,-5.11,0.98,6.53,9.8
2024-12-25,-16.78,-11.23,-5.13,0.96,6.51,9.78
2024-12-26,-15.51,-9.97,-3.87,2.22,7.77,11.04
2024-12-27,-15.77,-10.22,-4.13,1.97,7.51,10.79
2024-12-30,-12.21,-6.67,-0.57,5.52,11.07,14.34
2024-12-31,-15.67,-10.12,-4.03,2.07,7.61,10.89
2025-01-01,-15.09,-9.54,-3.44,2.65,8.2,11.47
2025-01-02,-15.08,-9.53,-3.44,2.65,8.2,11.48
2025-01-03,-13.82,-8.27,-2.18,3.91,9.46,12.74
2025-01-06,-11.33,-5.78,0.31,6.4,11.95,15.23
2025-01-07,-15.72,-10.17,-4.08,2.02,7.57,10.84
2025-01-08,-15.37,-9.82,-3.73,2.37,7.92,11.19
2025-01-09,-12.24,-6.7,-0.6,5.49,11.04,14.31
2025-01-10,-12.02,-6.47,-0.38,5.72,11.27,14.54
2025-01-13,-11.98,-6.43,-0.34,5.76,11.31,14.58
2025-01-14,-10.57,-5.02,1.07,7.17,12.71,15.99
2025-01-15,-12.23,-6.69,-0.59,5.5,11.05,14.32
2025-01-16,-11.12,-5.57,0.52,6.61,12.16,15.44
2025-01-17,-12.76,-7.22,-1.12,4.97,10.52,13.79
2025-01-20,-10.43,-4.89,1.21,7.3,12.85,16.12
2025-01-21,-11.91,-6.36,-0.27,5.83,11.37,14.65
2025-01-22,-8.34,-2.79,3.3,9.4,14.95,18.22
2025-01-23,-11.18,-5.63,0.46,6.56,12.1,15.38
2025-01-24,-10.52,-4.97,1.12,7.22,12.77,16.04
2025-01-27,-9.92,-4.37,1.72,7.82,13.37,16.64
2025-01-28,-9.86,-4.31,1.79,7.88,13.43,16.7
2025-01-29,-10.64,-5.1,1.0,7.09,12.64,15.91
2025-01-30,-10.31,-4.76,1.33,7.42,12.97,16.25
2025-01-31,-11.09,-5.55,0.55,6.64,12.19,15.46
2025-02-03,-9.17,-3.63,2.47,8.56,14.11,17.38
2025-02-04,-12.84,-7.3,-1.2,4.89,10.44,13.71
2025-02-05,-12.2,-6.65,-0.56,5.53,11.08,14.36
2025-02-06,-11.92,-6.37,-0.28,5.81,11.36,14.64
2025-02-07,-10.13,-4.59,1.51,7.6,13.15,16.42
2025-02-10,-7.65,-2.1,3.99,10.08,15.63,18.91
2025-02-11,-10.86,-5.31,0.79,6.88,12.43,15.7
2025-02-12,-10.82,-5.27,0.82,6.92,12.47,15.74
2025-02-13,-11.87,-6.32,-0.23,5.87,11.41,14.69
2025-02-14,-12.71,-7.16,-1.06,5.03,10.58,13.85
2025-02-17,-11.51,-5.96,0.14,6.23,11.78,15.05
2024-12-24,-16.15,-10.6,-4.5,1.59,7.14,10.41
2024-12-25,-16.54,-10.99,-4.9,1.2,6.74,10.02
2024-12-26,-16.87,-11.32,-5.23,0.87,6.42,9.69
2024-12-27,-15.97,-10.42,-4.33,1.77,7.31,10.59
2024-12-30,-13.86,-8.31,-2.21,3.88,9.43,12.7
2024-12-31,-15.94,-10.39,-4.3,1.8,7.34,10.62
2025-01-01,-14.78,-9.23,-3.13,2.96,8.51,11.78
2025-01-02,-15.84,-10.29,-4.19,1.9,7.45,10.72
2025-01-03,-14.0,-8.45,-2.35,3.74,9.29,12.56
2025-01-06,-11.61,-6.06,0.03,6.13,11.67,14.95
2025-01-07,-15.24,-9.7,-3.6,2.49,8.04,11.31
2025-01-08,-14.84,-9.3,-3.2,2.89,8.44,11.71
2025-01-09,-11.43,-5.88,0.21,6.3,11.85,15.13
2025-01-10,-13.13,-7.58,-1.49,4.61,10.16,13.43
2025-01-13,-13.33,-7.78,-1.68,4.41,9.96,13.23
2025-01-14,-13.67,-8.13,-2.03,4.06,9.61,12.88
2025-01-15,-13.55,-8.0,-1.9,4.19,9.74,13.01
2025-01-16,-11.46,-5.92,0.18,6.27,11.82,15.09
2025-01-17,-15.37,-9.82,-3.73,2.37,7.92,11.19
2025-01-20,-11.79,-6.24,-0.15,5.95,11.5,14.77
2025-01-21,-11.75,-6.2,-0.11,5.98,11.53,14.81
2025-01-22,-8.16,-2.62,3.48,9.57,15.12,18.39
2025-01-23,-11.4,-5.85,0.24,6.33,11.88,15.16
2025-01-24,-12.8,-7.25,-1.15,4.94,10.49,13.76
2025-01-27,-11.5,-5.96,0.14,6.23,11.78,15.05
2025-01-28,-11.88,-6.34,-0.24,5.85,11.4,14.67
2025-01-29,-13.94,-8.39,-2.3,3.79,9.34,12.62
2025-01-30,-14.13,-8.58,-2.48,3.61,9.16,12.43
2025-01-31,-12.39,-6.85,-0.75,5.34,10.89,14.16
2025-02-03,-11.28,-5.74,0.36,6.45,12.0,15.27
2025-02-04,-15.83,-10.28,-4.19,1.9,7.45,10.73
2025-02-05,-13.85,-8.31,-2.21,3.88,9.43,12.7
2025-02-06,-13.44,-7.89,-1.8,4.29,9.84,13.12
2025-02-07,-10.94,-5.39,0.7,6.79,12.34,15.62
2025-02-10,-7.86,-2.31,3.78,9.87,15.42,18.7
2025-02-11,-9.37,-3.82,2.28,8.37,13.92,17.19
2025-02-12,-11.93,-6.39,-0.29,5.8,11.35,14.62
2025-02-13,-12.05,-6.51,-0.41,5.68,11.23,14.5
2025-02-14,-11.88,-6.33,-0.23,5.86,11.41,14.68
2025-02-17,-11.0,-5.45,0.64,6.74,12.28,15.56
2024-12-24,-15.6,-10.05,-3.96,2.14,7.69,10.96
2024-12-25,-15.79,-10.25,-4.15,1.94,7.49,10.76
2024-12-26,-16.0,-10.45,-4.35,1.74,7.29,10.56
2024-12-27,-16.05,-10.51,-4.41,1.68,7.23,10.5
2024-12-30,-12.37,-6.82,-0.73,5.37,10.91,14.19
2024-12-31,-15.0,-9.45,-3.35,2.74,8.29,11.56
2025-01-01,-15.83,-10.28,-4.19,1.9,7.45,10.73
2025-01-02,-15.5,-9.95,-3.86,2.24,7.78,11.06
2025-01-03,-14.08,-8.54,-2.44,3.65,9.2,12.47
2025-01-06,-11.16,-5.62,0.48,6.57,12.12,15.39
2025-01-07,-15.25,-9.7,-3.61,2.49,8.03,11.31
2025-01-08,-15.47,-9.92,-3.82,2.27,7.82,11.09
2025-01-09,-10.97,-5.42,0.68,6.77,12.32,15.59
2025-01-10,-12.88,-7.33,-1.24,4.86,10.41,13.68
2025-01-13,-13.44,-7.89,-1.8,4.3,9.85,13.12
2025-01-14,-13.58,-8.03,-1.93,4.16,9.71,12.98
2025-01-15,-14.16,-8.62,-2.52,3.57,9.12,12.39
2025-01-16,-13.55,-8.0,-1.91,4.18,9.73,13.0
2025-01-17,-14.82,-9.27,-3.17,2.92,8.47,11.74
2025-01-20,-10.96,-5.41,0.69,6.78,12.33,15.6
2025-01-21,-10.81,-5.26,0.83,6.93,12.47,15.75
2025-01-22,-10.31,-4.77,1.33,7.42,12.97,16.24
2025-01-23,-11.79,-6.24,-0.15,5.95,11.49,14.77
2025-01-24,-10.58,-5.03,1.06,7.16,12.7,15.98
2025-01-27,-10.83,-5.28,0.81,6.91,12.45,15.73
2025-01-28,-12.87,-7.32,-1.22,4.87,10.42,13.69
2025-01-29,-13.15,-7.6,-1.51,4.59,10.13,13.41
2025-01-30,-12.19,-6.64,-0.55,5.54,11.09,14.37
2025-01-31,-12.44,-6.89,-0.8,5.3,10.84,14.12
2025-02-03,-7.31,-1.76,4.33,10.42,15.97,19.25
2025-02-04,-10.42,-4.87,1.22,7.32,12.87,16.14
2025-02-05,-11.85,-6.3,-0.2,5.89,11.44,14.71
2025-02-06,-13.17,-7.62,-1.52,4.57,10.12,13.39
2025-02-07,-11.66,-6.11,-0.02,6.08,11.62,14.9
2025-02-10,-7.81,-2.26,3.84,9.93,15.48,18.75
2025-02-11,-9.72,-4.18,1.92,8.01,13.56,16.83
2025-02-12,-10.06,-4.51,1.59,7.68,13.23,16.5
2025-02-13,-10.72,-5.18,0.92,7.01,12.56,15.83
2025-02-14,-10.42,-4.87,1.22,7.32,12.86,16.14
2025-02-17,-11.42,-5.88,0.22,6.31,11.86,15.13
2024-12-24,-16.93,-11.38,-5.28,0.81,6.36,9.63
2024-12-25,-17.15,-11.61,-5.51,0.58,6.13,9.4
2024-12-26,-17.26,-11.71,-5.62,0.48,6.03,9.3
2024-12-27,-16.04,-10.49,-4.4,1.7,7.24,10.52
2024-12-30,-12.69,-7.14,-1.05,5.05,10.6,13.87
2024-12-31,-15.62,-10.07,-3.98,2.12,7.67,10.94
2025-01-01,-15.88,-10.33,-4.23,1.86,7.41,10.68
2025-01-02,-16.75,-11.21,-5.11,0.98,6.53,9.8
2025-01-03,-14.61,-9.06,-2.97,3.13,8.67,11.95
2025-01-06,-11.69,-6.14,-0.05,6.05,11.6,14.87
2025-01-07,-17.02,-11.47,-5.38,0.71,6.26,9.54
2025-01-08,-17.14,-11.59,-5.5,0.6,6.15,9.42
2025-01-09,-12.29,-6.74,-0.65,5.44,10.99,14.27
2025-01-10,-12.82,-7.28,-1.18,4.91,10.46,13.73
2025-01-13,-13.81,-8.26,-2.16,3.93,9.48,12.75
2025-01-14,-14.29,-8.74,-2.65,3.44,8.99,12.26
2025-01-15,-14.35,-8.8,-2.7,3.39,8.94,12.21
2025-01-16,-13.23,-7.68,-1.59,4.51,10.06,13.33
2025-01-17,-14.08,-8.53,-2.44,3.66,9.2,12.48
2025-01-20,-11.73,-6.18,-0.09,6.01,11.56,14.83
2025-01-21,-13.52,-7.97,-1.88,4.22,9.77,13.04
2025-01-22,-10.14,-4.59,1.5,7.6,13.14,16.42
2025-01-23,-12.06,-6.51,-0.42,5.67,11.22,14.5
2025-01-24,-12.44,-6.89,-0.8,5.29,10.84,14.12
2025-01-27,-13.12,-7.57,-1.48,4.62,10.17,13.44
2025-01-28,-10.86,-5.31,0.79,6.88,12.43,15.7
2025-01-29,-13.17,-7.62,-1.52,4.57,10.12,13.39
2025-01-30,-13.13,-7.58,-1.49,4.61,10.16,13.43
2025-01-31,-11.0,-5.45,0.64,6.74,12.29,15.56
2025-02-03,-9.94,-4.39,1.7,7.79,13.34,16.62
2025-02-04,-13.36,-7.81,-1.72,4.38,9.92,13.2
2025-02-05,-11.59,-6.04,0.05,6.15,11.69,14.97
2025-02-06,-12.11,-6.57,-0.47,5.62,11.17,14.44
2025-02-07,-10.14,-4.59,1.5,7.59,13.14,16.42
2025-02-10,-8.01,-2.46,3.63,9.73,15.28,18.55
2025-02-11,-10.18,-4.64,1.46,7.55,13.1,16.37
2025-02-12,-10.06,-4.51,1.58,7.67,13.22,16.5
2025-02-13,-12.82,-7.27,-1.18,4.92,10.47,13.74
2025-02-14,-12.43,-6.88,-0.79,5.3,10.85,14.13
2025-02-17,-11.92,-6.37,-0.27,5.82,11.37,14.64
2024-12-24,-17.35,-11.8,-5.71,0.38,5.93,9.21
2024-12-25,-17.83,-12.28,-6.19,-0.1,5.45,8.73
2024-12-26,-18.19,-12.64,-6.55,-0.45,5.09,8.37
2024-12-27,-16.54,-10.99,-4.9,1.19,6.74,10.02
2024-12-30,-13.16,-7.61,-1.52,4.57,10.12,13.39
2024-12-31,-15.57,-10.02,-3.93,2.17,7.71,10.99
2025-01-01,-15.46,-9.92,-3.82,2.27,7.82,11.09
2025-01-02,-16.91,-11.36,-5.27,0.83,6.37,9.65
2025-01-03,-14.97,-9.43,-3.33,2.76,8.31,11.58
2025-01-06,-12.54,-6.99,-0.9,5.2,10.74,14.02
2025-01-07,-17.0,-11.45,-5.36,0.73,6.28,9.56
2025-01-08,-16.56,-11.01,-4.92,1.18,6.73,10.0
2025-01-09,-11.84,-6.29,-0.2,5.89,11.44,14.72
2025-01-10,-14.09,-8.54,-2.45,3.65,9.2,12.47
2025-01-13,-11.52,-5.97,0.12,6.22,11.76,15.04
2025-01-14,-12.44,-6.89,-0.8,5.29,10.84,14.12
2025-01-15,-12.4,-6.85,-0.76,5.33,10.88,14.16
2025-01-16,-12.15,-6.6,-0.51,5.59,11.14,14.41
2025-01-17,-14.77,-9.23,-3.13,2.96,8.51,11.78
2025-01-20,-11.19,-5.64,0.46,6.55,12.1,15.37
2025-01-21,-12.18,-6.63,-0.54,5.56,11.1,14.38
2025-01-22,-8.66,-3.11,2.99,9.08,14.63,17.9
2025-01-23,-11.39,-5.84,0.26,6.35,11.9,15.17
2025-01-24,-11.69,-6.14,-0.05,6.05,11.6,14.87
2025-01-27,-9.76,-4.22,1.88,7.97,13.52,16.79
2025-01-28,-9.81,-4.27,1.83,7.92,13.47,16.74
2025-01-29,-12.02,-6.48,-0.38,5.71,11.26,14.53
2025-01-30,-12.09,-6.54,-0.44,5.65,11.2,14.47
2025-01-31,-11.58,-6.03,0.06,6.15,11.7,14.98
2025-02-03,-12.19,-6.64,-0.55,5.55,11.1,14.37
2025-02-04,-12.08,-6.53,-0.44,5.65,11.2,14.48
2025-02-05,-11.45,-5.9,0.19,6.28,11.83,15.11
2025-02-06,-12.42,-6.87,-0.78,5.31,10.86,14.14
2025-02-07,-10.7,-5.15,0.94,7.03,12.58,15.86
2025-02-10,-8.99,-3.44,2.65,8.75,14.3,17.57
2025-02-11,-12.8,-7.25,-1.15,4.94,10.49,13.76
2025-02-12,-10.66,-5.12,0.98,7.07,12.62,15.89
2025-02-13,-12.85,-7.31,-1.21,4.88,10.43,13.7
2025-02-14,-12.49,-6.95,-0.85,5.24,10.79,14.06
2025-02-17,-12.18,-6.64,-0.54,5.55,11.1,14.37
2024-12-24,-16.16,-10.61,-4.52,1.58,7.12,10.4
2024-12-25,-15.49,-9.94,-3.84,2.25,7.8,11.07
2024-12-26,-15.01,-9.47,-3.37,2.72,8.27,11.54
2024-12-27,-15.73,-10.18,-4.09,2.01,7.55,10.83
2024-12-30,-14.68,-9.13,-3.04,3.06,8.6,11.88
2024-12-31,-16.54,-10.99,-4.9,1.2,6.75,10.02
2025-01-01,-16.29,-10.75,-4.65,1.44,6.99,10.26
2025-01-02,-16.94,-11.39,-5.3,0.79,6.34,9.62
2025-01-03,-15.81,-10.26,-4.17,1.93,7.48,10.75
2025-01-06,-14.12,-8.57,-2.48,3.62,9.17,12.44
2025-01-07,-17.56,-12.01,-5.92,0.17,5.72,9.0
2025-01-08,-17.44,-11.89,-5.8,0.3,5.84,9.12
2025-01-09,-11.96,-6.41,-0.32,5.77,11.32,14.6
2025-01-10,-13.95,-8.4,-2.31,3.78,9.33,12.61
2025-01-13,-12.59,-7.04,-0.94,5.15,10.7,13.97
2025-01-14,-13.76,-8.21,-2.11,3.98,9.53,12.8
2025-01-15,-13.29,-7.75,-1.65,4.44,9.99,13.26
2025-01-16,-13.18,-7.63,-1.54,4.56,10.1,13.38
2025-01-17,-15.55,-10.0,-3.9,2.19,7.74,11.01
2025-01-20,-11.41,-5.86,0.23,6.32,11.87,15.14
2025-01-21,-13.22,-7.67,-1.58,4.52,10.07,13.34
2025-01-22,-9.17,-3.63,2.47,8.56,14.11,17.38
2025-01-23,-9.94,-4.39,1.7,7.8,13.34,16.62
2025-01-24,-12.19,-6.65,-0.55,5.54,11.09,14.36
2025-01-27,-10.68,-5.13,0.96,7.06,12.6,15.88
2025-01-28,-10.74,-5.19,0.9,7.0,12.55,15.82
2025-01-29,-11.83,-6.28,-0.19,5.9,11.45,14.73
2025-01-30,-13.11,-7.56,-1.47,4.63,10.18,13.45
2025-01-31,-12.35,-6.8,-0.71,5.38,10.93,14.2
2025-02-03,-12.51,-6.97,-0.87,5.22,10.77,14.04
2025-02-04,-14.27,-8.72,-2.62,3.47,9.02,12.29
2025-02-05,-12.26,-6.71,-0.61,5.48,11.03,14.3
2025-02-06,-11.08,-5.53,0.57,6.66,12.21,15.48
2025-02-07,-9.32,-3.77,2.32,8.41,13.96,17.24
2025-02-10,-6.84,-1.29,4.8,10.89,16.44,19.72
2025-02-11,-10.41,-4.86,1.23,7.32,12.87,16.15
2025-02-12,-11.53,-5.98,0.11,6.21,11.75,15.03
2025-02-13,-12.52,-6.97,-0.88,5.21,10.76,14.04
2025-02-14,-11.61,-6.07,0.03,6.12,11.67,14.94
2025-02-17,-12.85,-7.3,-1.2,4.89,10.44,13.71
2024-12-24,-16.34,-10.8,-4.7,1.39,6.94,10.21
2024-12-25,-16.41,-10.86,-4.77,1.33,6.87,10.15
2024-12-26,-15.14,-9.59,-3.49,2.6,8.15,11.42
2024-12-27,-14.39,-8.84,-2.74,3.35,8.9,12.17
2024-12-30,-12.73,-7.18,-1.09,5.01,10.56,13.83
2024-12-31,-15.75,-10.2,-4.11,1.99,7.53,10.81
2025-01-01,-15.89,-10.34,-4.25,1.84,7.39,10.67
2025-01-02,-15.4,-9.85,-3.76,2.34,7.88,11.16
2025-01-03,-13.6,-8.05,-1.96,4.14,9.69,12.96
2025-01-06,-11.51,-5.97,0.13,6.22,11.77,15.04
2025-01-07,-15.09,-9.54,-3.45,2.65,8.19,11.47
2025-01-08,-16.89,-11.34,-5.25,0.85,6.4,9.67
2025-01-09,-11.98,-6.44,-0.34,5.75,11.3,14.57
2025-01-10,-13.09,-7.54,-1.45,4.64,10.19,13.47
2025-01-13,-11.49,-5.94,0.15,6.24,11.79,15.07
2025-01-14,-13.61,-8.07,-1.97,4.12,9.67,12.94
2025-01-15,-13.92,-8.37,-2.28,3.82,9.37,12.64
2025-01-16,-12.38,-6.84,-0.74,5.35,10.9,14.17
2025-01-17,-13.69,-8.14,-2.05,4.05,9.59,12.87
2025-01-20,-11.78,-6.23,-0.14,5.95,11.5,14.78
2025-01-21,-12.29,-6.74,-0.64,5.45,11.0,14.27
2025-01-22,-8.34,-2.8,3.3,9.39,14.94,18.21
2025-01-23,-12.18,-6.63,-0.54,5.55,11.1,14.37
2025-01-24,-11.91,-6.36,-0.27,5.83,11.37,14.65
2025-01-27,-11.22,-5.67,0.42,6.52,12.06,15.34
2025-01-28,-12.31,-6.76,-0.66,5.43,10.98,14.25
2025-01-29,-12.04,-6.5,-0.4,5.69,11.24,14.51
2025-01-30,-12.85,-7.3,-1.2,4.89,10.44,13.71
2025-01-31,-12.98,-7.43,-1.34,4.75,10.3,13.58
2025-02-03,-11.24,-5.69,0.4,6.5,12.04,15.32
2025-02-04,-14.51,-8.97,-2.87,3.22,8.77,12.04
2025-02-05,-12.6,-7.05,-0.96,5.14,10.69,13.96
2025-02-06,-12.24,-6.69,-0.6,5.49,11.04,14.32
2025-02-07,-11.01,-5.46,0.63,6.73,12.27,15.55
2025-02-10,-8.7,-3.15,2.94,9.04,14.58,17.86
2025-02-11,-11.44,-5.89,0.2,6.29,11.84,15.12
2025-02-12,-12.85,-7.3,-1.21,4.89,10.43,13.71
2025-02-13,-13.52,-7.97,-1.88,4.22,9.77,13.04
2025-02-14,-10.9,-5.36,0.74,6.83,12.38,15.65
2025-02-17,-11.65,-6.1,-0.01,6.09,11.64,14.91
2024-12-24,-16.78,-11.23,-5.14,0.95,6.5,9.78
2024-12-25,-16.81,-11.26,-5.17,0.93,6.48,9.75
