date,industry,constituents,early_radar_score,accumulation_pressure,cross_stock_synchronization,prob_5d,expected_lead_time_days,lifecycle_state
2024-10-29,Wires & Cables,25,32.3,29.2,22.0,0.17037978030286835,1.0,BREAKDOWN (Downtrend)
2024-10-30,Wires & Cables,25,33.1,29.1,28.0,0.15811569529747824,1.0,QUIET (Consolidation / Base)
2024-10-31,Wires & Cables,25,45.0,40.1,54.0,0.118591090608436,1.0,QUIET (Consolidation / Base)
2024-11-01,Wires & Cables,24,50.4,38.7,66.7,0.12015079148896586,1.0,QUIET (Consolidation / Base)
2024-11-04,Wires & Cables,25,40.7,31.8,56.0,0.11285435030137585,1.0,QUIET (Consolidation / Base)
2024-11-05,Wires & Cables,25,55.6,50.6,54.0,0.13568330491662386,1.0,QUIET (Consolidation / Base)
2024-11-06,Wires & Cables,25,63.4,58.5,60.0,0.1471011821642224,1.0,QUIET (Consolidation / Base)
2024-11-07,Wires & Cables,25,50.8,44.6,58.0,0.1361401100992018,1.0,QUIET (Consolidation / Base)
2024-11-08,Wires & Cables,25,23.4,16.4,36.0,0.11569069963128101,1.0,QUIET (Consolidation / Base)
2024-11-11,Wires & Cables,25,25.1,18.0,34.0,0.12139093639231698,1.0,QUIET (Consolidation / Base)
2024-11-12,Wires & Cables,25,28.2,26.2,24.0,0.12253282635921399,1.0,BREAKDOWN (Downtrend)
2024-11-13,Wires & Cables,25,12.8,13.8,10.0,0.13316578470459947,1.0,DISTRIBUTION (Liquidation)
2024-11-14,Wires & Cables,25,16.8,23.0,8.0,0.12981784882598407,1.0,DISTRIBUTION (Liquidation)
2024-11-18,Wires & Cables,25,10.8,14.2,10.0,0.13850040649634263,1.0,DISTRIBUTION (Liquidation)
2024-11-19,Wires & Cables,25,37.6,46.4,22.0,0.16771182289738348,1.0,QUIET (Consolidation / Base)
2024-11-20,Wires & Cables,25,41.0,46.3,26.0,0.12941124143804672,1.0,QUIET (Consolidation / Base)
2024-11-21,Wires & Cables,25,34.4,31.6,26.0,0.10834192728808513,1.0,QUIET (Consolidation / Base)
2024-11-22,Wires & Cables,25,36.6,33.5,32.0,0.15739252538599605,1.0,QUIET (Consolidation / Base)
2024-11-25,Wires & Cables,25,43.9,40.0,44.0,0.118591090608436,1.0,QUIET (Consolidation / Base)
2024-11-26,Wires & Cables,25,35.6,28.8,34.0,0.15967167801354737,1.0,QUIET (Consolidation / Base)
2024-11-27,Wires & Cables,25,47.3,45.3,42.0,0.15555461904633433,1.0,QUIET (Consolidation / Base)
2024-11-28,Wires & Cables,25,62.8,59.4,46.0,0.118591090608436,1.0,QUIET (Consolidation / Base)
2024-11-29,Wires & Cables,25,54.8,50.4,48.0,0.1287782439625996,1.0,QUIET (Consolidation / Base)
2024-12-02,Wires & Cables,25,60.8,56.2,56.0,0.14923672134738852,1.0,QUIET (Consolidation / Base)
2024-12-03,Wires & Cables,25,75.0,75.6,62.0,0.1273512743773986,1.0,QUIET (Consolidation / Base)
