date,industry,early_radar_score,alert_level,prob_1d,prob_3d,prob_5d,expected_lead_days,accumulation_pressure,cross_stock_synchronization,feature_explanation
2025-08-22,Footwear Retail Chains,49.4,NONE,0.119,0.248,0.45,3.5,40.2,35.7,Neutral Precursor Structure
2025-08-22,Freight Forwarding & Multi-Modal Cargo,35.9,NONE,0.092,0.194,0.349,3.8,30.3,45.0,Neutral Precursor Structure
2025-08-22,Furniture & Mattresses,33.4,NONE,0.087,0.184,0.33,3.8,27.3,50.0,Neutral Precursor Structure
2025-08-22,Garments & Apparel Exports,58.6,WATCH,0.137,0.284,0.52,3.3,51.6,43.2,Neutral Precursor Structure
2025-08-22,General & Health Insurance,44.4,NONE,0.109,0.228,0.413,3.6,36.9,50.0,Neutral Precursor Structure
2025-08-22,Gold Jewellery & Retail,46.2,NONE,0.112,0.235,0.427,3.6,33.4,43.8,Neutral Precursor Structure
2025-08-22,Green Energy Generation (IPP),55.7,WATCH,0.131,0.273,0.498,3.4,46.0,43.8,Neutral Precursor Structure
2025-08-22,Grocery & Departmental Stores,62.3,WATCH,0.145,0.299,0.547,3.3,61.9,66.7,High Cross-Stock Synchronization
2025-08-22,Heavy Infrastructure EPC,45.0,NONE,0.11,0.23,0.418,3.6,35.3,41.7,Neutral Precursor Structure
2025-08-22,Heavy Process Equipment & Machinery,52.0,NONE,0.124,0.258,0.47,3.5,39.8,41.7,Neutral Precursor Structure
2025-08-22,Heavy Process Plant Equipment,51.3,NONE,0.123,0.255,0.465,3.5,45.0,50.0,Neutral Precursor Structure
2025-08-22,Heavy Switchgear & Automation,39.9,NONE,0.1,0.21,0.379,3.7,35.8,55.0,Neutral Precursor Structure
2025-08-22,Home Textiles,42.6,NONE,0.105,0.22,0.4,3.6,30.9,50.0,Neutral Precursor Structure
2025-08-22,Hospitals & Healthcare Chains,77.2,PRE-BREAKOUT,0.174,0.359,0.659,3.0,79.4,50.0,Strong Accumulation Pressure
2025-08-22,Housing Finance (HFC),45.6,NONE,0.111,0.232,0.422,3.6,40.2,39.3,Neutral Precursor Structure
2025-08-22,Hybrid Seeds & Agri Inputs,64.4,WATCH,0.149,0.308,0.563,3.2,86.1,90.0,Strong Accumulation Pressure | High Cross-Stock Synchronization | Broad Breadth Expansion
2025-08-22,IMFL Spirits & Distilleries,54.8,NONE,0.13,0.269,0.491,3.4,45.0,61.5,Neutral Precursor Structure
2025-08-22,Industrial & Basic Chemicals,48.4,NONE,0.117,0.244,0.443,3.5,38.3,49.2,Neutral Precursor Structure
2025-08-22,Industrial Compressors & Pumps,42.0,NONE,0.104,0.218,0.395,3.7,37.2,42.9,Neutral Precursor Structure
2025-08-22,"Industrial Effluent, Desalination & ZLD",55.3,WATCH,0.131,0.271,0.495,3.4,46.5,50.0,Neutral Precursor Structure
2025-08-22,Industrial Minerals,51.9,NONE,0.124,0.258,0.469,3.5,42.5,59.1,Neutral Precursor Structure
2025-08-22,Integrated Grey Cement,58.9,WATCH,0.138,0.286,0.522,3.3,49.6,70.8,High Cross-Stock Synchronization
2025-08-22,Kitchen Homeware & Cookware,53.2,NONE,0.126,0.263,0.479,3.4,44.0,57.1,Neutral Precursor Structure
2025-08-22,Life Insurance,39.6,NONE,0.099,0.208,0.377,3.7,28.8,60.0,Broad Breadth Expansion
2025-08-22,Liquid Milk & Value-Added Dairy,55.6,WATCH,0.131,0.272,0.497,3.4,38.6,70.0,High Cross-Stock Synchronization
2025-08-22,Luxury Hotels & Resorts,66.0,EARLY,0.152,0.314,0.575,3.2,65.6,69.6,High Cross-Stock Synchronization | Broad Breadth Expansion
2025-08-22,Marine Offshore Vessels & Tugs,51.4,NONE,0.123,0.256,0.465,3.5,44.2,50.0,Neutral Precursor Structure
2025-08-22,Material Handling & Cranes,51.4,NONE,0.123,0.256,0.465,3.5,49.6,50.0,Neutral Precursor Structure
2025-08-22,Medical Clinics & Equipment,52.8,NONE,0.126,0.261,0.476,3.4,45.4,43.3,Neutral Precursor Structure
2025-08-22,Metals & Fabrication,36.9,NONE,0.094,0.198,0.357,3.8,31.2,30.0,Neutral Precursor Structure
2025-08-22,Micro-Irrigation & Agri-Plastics,56.9,WATCH,0.134,0.278,0.507,3.4,51.9,80.0,High Cross-Stock Synchronization | Broad Breadth Expansion
2025-08-22,Microfinance (MFI),56.2,WATCH,0.132,0.275,0.501,3.4,44.1,50.0,Neutral Precursor Structure
2025-08-22,Mid-Tier IT & Digital Solutions,54.0,NONE,0.128,0.266,0.485,3.4,46.2,45.0,Neutral Precursor Structure
2025-08-22,Missiles & Military Explosives,83.3,PRE-BREAKOUT,0.187,0.383,0.705,2.8,86.9,66.7,Strong Accumulation Pressure | High Cross-Stock Synchronization | Broad Breadth Expansion
2025-08-22,Music Labels & VFX Studios,52.0,NONE,0.124,0.258,0.47,3.5,51.2,29.2,Neutral Precursor Structure
2025-08-22,Oil & Gas Exploration (E&P),51.9,NONE,0.124,0.258,0.469,3.5,42.1,70.0,High Cross-Stock Synchronization
2025-08-22,Online Travel Agency (OTA) & Flight Booking,39.1,NONE,0.098,0.206,0.373,3.7,62.4,70.0,High Cross-Stock Synchronization | Broad Breadth Expansion
2025-08-22,Optical Fiber & Telecom Infrastructure,60.2,WATCH,0.14,0.291,0.532,3.3,59.3,46.4,Neutral Precursor Structure
2025-08-22,Packaged Foods & Snacks,46.8,NONE,0.114,0.237,0.431,3.6,36.7,39.1,Neutral Precursor Structure
2025-08-22,Paperboard & Packaging Cartons,57.7,WATCH,0.135,0.281,0.513,3.3,50.4,46.9,Neutral Precursor Structure
2025-08-22,Passenger Vehicles (Cars & SUVs),46.5,NONE,0.113,0.236,0.429,3.6,44.9,100.0,High Cross-Stock Synchronization | Broad Breadth Expansion
2025-08-22,Personal Care & Soaps,57.0,WATCH,0.134,0.278,0.507,3.4,45.6,66.7,High Cross-Stock Synchronization
2025-08-22,Pigments & Dyes,42.0,NONE,0.104,0.218,0.395,3.7,36.8,50.0,Neutral Precursor Structure
2025-08-22,Plywood & Laminates,67.5,EARLY,0.155,0.32,0.586,3.2,65.9,46.4,Neutral Precursor Structure
2025-08-22,Power & Distribution Transformers,25.0,NONE,0.07,0.15,0.268,4.0,19.8,16.7,Neutral Precursor Structure
2025-08-22,Precision Auto Engine Components,56.4,WATCH,0.133,0.276,0.503,3.4,45.8,60.0,Neutral Precursor Structure
2025-08-22,Precision Bearings & Motion Controls,63.1,WATCH,0.146,0.302,0.553,3.2,56.2,61.1,Neutral Precursor Structure
2025-08-22,Precision Machine Tools & Fasteners,52.1,NONE,0.124,0.258,0.471,3.5,50.8,40.6,Neutral Precursor Structure
2025-08-22,Precision Metal Fabrication,49.3,NONE,0.119,0.247,0.45,3.5,41.2,42.9,Neutral Precursor Structure
2025-08-22,Precision Powertrain Engine Components,53.1,NONE,0.126,0.262,0.478,3.4,45.5,54.5,Neutral Precursor Structure
2025-08-22,Primary Aluminium,61.4,WATCH,0.143,0.296,0.54,3.3,56.9,43.8,Neutral Precursor Structure
2025-08-22,Print Media & Publishing,54.8,NONE,0.13,0.269,0.491,3.4,45.7,55.0,Neutral Precursor Structure
2025-08-22,Printed Circuit Boards (PCBA) & Components,75.5,PRE-BREAKOUT,0.171,0.352,0.646,3.0,79.6,60.0,Strong Accumulation Pressure
2025-08-22,Private Sector Banks,44.6,NONE,0.109,0.228,0.415,3.6,38.2,43.8,Neutral Precursor Structure
2025-08-22,Public Sector Banks (PSU),32.2,NONE,0.084,0.179,0.322,3.9,22.7,40.9,Neutral Precursor Structure
2025-08-22,Pumps & Compressors,49.5,NONE,0.119,0.248,0.451,3.5,46.0,45.5,Neutral Precursor Structure
2025-08-22,Refining & Petrochemicals,58.1,WATCH,0.136,0.282,0.516,3.3,50.4,47.2,Neutral Precursor Structure
2025-08-22,Regional Cement & RMC,57.4,WATCH,0.135,0.28,0.51,3.4,47.2,55.3,Neutral Precursor Structure
2025-08-22,Residential Real Estate,50.4,NONE,0.121,0.252,0.458,3.5,40.0,48.1,Neutral Precursor Structure
2025-08-22,Residential Townships & Commercial REITs,55.8,WATCH,0.132,0.273,0.498,3.4,49.6,48.1,Neutral Precursor Structure
2025-08-22,Roads & Highways EPC,43.6,NONE,0.107,0.224,0.407,3.6,40.3,45.8,Neutral Precursor Structure
2025-08-22,"Rolling Stock, Wagons & Vande Bharat Trainsets",59.2,WATCH,0.138,0.287,0.524,3.3,61.1,35.7,Neutral Precursor Structure
2025-08-22,Secondary Steel & TMT Rebars,42.0,NONE,0.104,0.218,0.395,3.7,36.6,40.2,Neutral Precursor Structure
2025-08-22,Solar PV & Green Hydrogen,62.2,WATCH,0.144,0.299,0.546,3.3,53.2,57.5,Neutral Precursor Structure
2025-08-22,Specialty Chemicals,51.2,NONE,0.122,0.255,0.464,3.5,42.0,44.9,Neutral Precursor Structure
2025-08-22,Specialty Retail Boutiques,57.6,WATCH,0.135,0.28,0.512,3.3,47.3,66.7,High Cross-Stock Synchronization
2025-08-22,Staffing & Security Services,43.9,NONE,0.108,0.226,0.409,3.6,51.4,31.2,Neutral Precursor Structure
2025-08-22,Staffing & Workforce Security,73.5,EARLY,0.167,0.344,0.631,3.0,69.6,55.0,Neutral Precursor Structure
2025-08-22,Steel Pipes & Tubes,55.6,WATCH,0.131,0.272,0.497,3.4,44.0,46.9,Neutral Precursor Structure
2025-08-22,Stockbroking & Wealth Management,45.4,NONE,0.111,0.232,0.42,3.6,37.0,40.9,Neutral Precursor Structure
2025-08-22,Sugar Refining & Bio-Ethanol,53.8,NONE,0.128,0.265,0.484,3.4,40.8,48.6,Neutral Precursor Structure
2025-08-22,Tea & Coffee Plantations,43.8,NONE,0.108,0.225,0.408,3.6,39.4,41.7,Neutral Precursor Structure
2025-08-22,Tea Plantations & Packaging,59.0,WATCH,0.138,0.286,0.522,3.3,51.0,60.0,Neutral Precursor Structure
2025-08-22,Telecom Cellular Operators,86.6,PRE-BREAKOUT,0.193,0.396,0.729,2.8,81.6,90.0,Strong Accumulation Pressure | High Cross-Stock Synchronization | Broad Breadth Expansion
2025-08-22,Television Broadcasting & OTT,43.0,NONE,0.106,0.222,0.402,3.6,37.6,36.4,Neutral Precursor Structure
2025-08-22,Tertiary Hospitals & Clinics,45.9,NONE,0.112,0.234,0.424,3.6,47.5,80.0,High Cross-Stock Synchronization | Broad Breadth Expansion
2025-08-22,Tier-1 IT Services,39.8,NONE,0.1,0.209,0.378,3.7,35.0,40.0,Neutral Precursor Structure
2025-08-22,Wealth Broking & Advisory,61.0,WATCH,0.142,0.294,0.538,3.3,54.0,75.0,High Cross-Stock Synchronization | Broad Breadth Expansion
2025-08-22,Wires & Cables,64.8,WATCH,0.15,0.309,0.566,3.2,59.1,50.0,Neutral Precursor Structure
