sample_index,prediction_id,prediction_date,prediction_timestamp,latest_allowed_source_timestamp,industry,v34_predicted_return,actual_20D_return,lookahead_detected,pit_compliance
16278,PRED_V60_7d780f6d2a2e,2025-04-22,2025-04-22T08:30:00,2025-04-22T08:30:00,Electronic Manufacturing Services (EMS),3.4492,-9.13,False,VERIFIED_CLEAN
10654,PRED_V60_1810174477bc,2025-02-13,2025-02-13T08:30:00,2025-02-13T08:30:00,Utilities,-0.5961,-9.78,False,VERIFIED_CLEAN
15971,PRED_V60_451655c3ea91,2025-04-17,2025-04-17T08:30:00,2025-04-17T08:30:00,Sugar & Bio-Ethanol,-2.1664,7.36,False,VERIFIED_CLEAN
4702,PRED_V60_96197e9159ad,2024-12-13,2024-12-13T08:30:00,2024-12-13T08:30:00,Plastic Pipes & Moulded Products,0.8202,-7.45,False,VERIFIED_CLEAN
21992,PRED_V60_b82bfbda0656,2025-06-20,2025-06-20T08:30:00,2025-06-20T08:30:00,Packaging Materials & Containers,-1.1773,-0.24,False,VERIFIED_CLEAN
27454,PRED_V60_3cae4b967b84,2025-08-18,2025-08-18T08:30:00,2025-08-18T08:30:00,Paints & Coatings,0.4663,-11.67,False,VERIFIED_CLEAN
2222,PRED_V60_762655ce43e8,2024-11-19,2024-11-19T08:30:00,2024-11-19T08:30:00,Batteries,0.0006,12.67,False,VERIFIED_CLEAN
26771,PRED_V60_9e5b32f32c7a,2025-08-08,2025-08-08T08:30:00,2025-08-08T08:30:00,Automobile and Auto Components,-1.6606,31.08,False,VERIFIED_CLEAN
24303,PRED_V60_9827fbc978f7,2025-07-15,2025-07-15T08:30:00,2025-07-15T08:30:00,Power,-2.2665,-10.85,False,VERIFIED_CLEAN
2678,PRED_V60_7c2145a0fa40,2024-11-22,2024-11-22T08:30:00,2024-11-22T08:30:00,Packaging & Containers,-0.0428,-0.77,False,VERIFIED_CLEAN
21356,PRED_V60_f439046a7a51,2025-06-16,2025-06-16T08:30:00,2025-06-16T08:30:00,Plastic Pipes & Moulded Products,0.6295,2.15,False,VERIFIED_CLEAN
20076,PRED_V60_2d55721af6a1,2025-06-02,2025-06-02T08:30:00,2025-06-02T08:30:00,Roads & Highways EPC,3.0,1.6,False,VERIFIED_CLEAN
14705,PRED_V60_a8c25633909d,2025-04-01,2025-04-01T08:30:00,2025-04-01T08:30:00,Hotels & Restaurants,-2.1094,-5.24,False,VERIFIED_CLEAN
13468,PRED_V60_5081efc186be,2025-03-18,2025-03-18T08:30:00,2025-03-18T08:30:00,Realty,0.6929,21.86,False,VERIFIED_CLEAN
1972,PRED_V60_69c0be924d02,2024-11-14,2024-11-14T08:30:00,2024-11-14T08:30:00,Packaging & Containers,-0.0204,1.09,False,VERIFIED_CLEAN
29472,PRED_V60_14d63596cf9b,2026-07-16,2026-07-16T08:30:00,2026-07-16T08:30:00,Packaged Foods & FMCG Staples,-2.9437,-1.87,False,VERIFIED_CLEAN
19977,PRED_V60_4f5c195028bf,2025-05-30,2025-05-30T08:30:00,2025-05-30T08:30:00,Electronic Manufacturing Services (EMS),3.0673,-2.01,False,VERIFIED_CLEAN
4450,PRED_V60_222dcfb26da3,2024-12-11,2024-12-11T08:30:00,2024-12-11T08:30:00,Bearings & Friction Solutions,-2.0262,-8.39,False,VERIFIED_CLEAN
24613,PRED_V60_1dc8931f4add,2025-07-18,2025-07-18T08:30:00,2025-07-18T08:30:00,Capital Markets & Asset Management,-2.6012,-5.58,False,VERIFIED_CLEAN
29867,PRED_V60_3793d2a7e1c4,2026-07-21,2026-07-21T08:30:00,2026-07-21T08:30:00,"Hotels, Resorts & QSR",-2.8577,1.38,False,VERIFIED_CLEAN
17440,PRED_V60_87d8ed13e0fa,2025-05-06,2025-05-06T08:30:00,2025-05-06T08:30:00,Power Sector Financing NBFC,-5.18,3.46,False,VERIFIED_CLEAN
8487,PRED_V60_b3a316cb2408,2025-01-22,2025-01-22T08:30:00,2025-01-22T08:30:00,Automobile OEMs,-2.9147,-6.93,False,VERIFIED_CLEAN
20835,PRED_V60_fdef44ca263e,2025-06-10,2025-06-10T08:30:00,2025-06-10T08:30:00,Diversified Commercial,-3.5661,-2.73,False,VERIFIED_CLEAN
7555,PRED_V60_9e99b1151123,2025-01-13,2025-01-13T08:30:00,2025-01-13T08:30:00,Tyres & Rubber Products,-0.5618,-7.1,False,VERIFIED_CLEAN
8557,PRED_V60_432875f18154,2025-01-23,2025-01-23T08:30:00,2025-01-23T08:30:00,Structural Steel Tubes & Pipes,1.051,-6.09,False,VERIFIED_CLEAN
2281,PRED_V60_3b928af8280f,2024-11-19,2024-11-19T08:30:00,2024-11-19T08:30:00,Pumps & Compressors,-1.8261,-1.39,False,VERIFIED_CLEAN
13862,PRED_V60_b59b93f5f0d1,2025-03-21,2025-03-21T08:30:00,2025-03-21T08:30:00,Hotels & Restaurants,-2.1616,-4.8,False,VERIFIED_CLEAN
1092,PRED_V60_06f66c9d5f4d,2024-11-06,2024-11-06T08:30:00,2024-11-06T08:30:00,Superalloys & Special Metals,0.4261,9.83,False,VERIFIED_CLEAN
19031,PRED_V60_f065621af1c3,2025-05-21,2025-05-21T08:30:00,2025-05-21T08:30:00,"Hotels, Resorts & QSR",-2.7833,-4.59,False,VERIFIED_CLEAN
4867,PRED_V60_751f7592459b,2024-12-17,2024-12-17T08:30:00,2024-12-17T08:30:00,Rubber Chemicals,-0.4356,-13.13,False,VERIFIED_CLEAN
11524,PRED_V60_361e9ced3a87,2025-02-24,2025-02-24T08:30:00,2025-02-24T08:30:00,Packaging & Containers,-1.5862,-5.45,False,VERIFIED_CLEAN
26334,PRED_V60_e0bfc133ced8,2025-08-05,2025-08-05T08:30:00,2025-08-05T08:30:00,Pharmaceuticals & Biotechnology,-3.3662,12.48,False,VERIFIED_CLEAN
7917,PRED_V60_1d113d33b363,2025-01-16,2025-01-16T08:30:00,2025-01-16T08:30:00,Oil Exploration & Refining,-1.2656,-9.29,False,VERIFIED_CLEAN
6111,PRED_V60_8dcdd0f30e1c,2024-12-30,2024-12-30T08:30:00,2024-12-30T08:30:00,Hotels & Restaurants,-2.5592,-14.66,False,VERIFIED_CLEAN
13130,PRED_V60_a8e18b3609a5,2025-03-13,2025-03-13T08:30:00,2025-03-13T08:30:00,Railway Wagons & Equipment,-0.5204,14.18,False,VERIFIED_CLEAN
18946,PRED_V60_29c786eb06c1,2025-05-21,2025-05-21T08:30:00,2025-05-21T08:30:00,Dairy Products,-1.5814,4.19,False,VERIFIED_CLEAN
6552,PRED_V60_10e38874ae99,2025-01-02,2025-01-02T08:30:00,2025-01-02T08:30:00,Auto Glass,1.7946,-14.33,False,VERIFIED_CLEAN
9723,PRED_V60_7ed4b6b728ae,2025-02-05,2025-02-05T08:30:00,2025-02-05T08:30:00,Consumer Services,-0.6186,-14.76,False,VERIFIED_CLEAN
10504,PRED_V60_48b868e19bfb,2025-02-12,2025-02-12T08:30:00,2025-02-12T08:30:00,Specialty Chemicals,-3.1701,-9.43,False,VERIFIED_CLEAN
8922,PRED_V60_980477d0b76b,2025-01-28,2025-01-28T08:30:00,2025-01-28T08:30:00,Wealth & Asset Management,2.1611,3.18,False,VERIFIED_CLEAN
20807,PRED_V60_6f8e7f11ef58,2025-06-10,2025-06-10T08:30:00,2025-06-10T08:30:00,Electronic Manufacturing Services (EMS),3.2095,-11.98,False,VERIFIED_CLEAN
26762,PRED_V60_f4a0c3c017ed,2025-08-08,2025-08-08T08:30:00,2025-08-08T08:30:00,Cement & Clinker,-2.7849,-23.15,False,VERIFIED_CLEAN
20988,PRED_V60_216faf620834,2025-06-11,2025-06-11T08:30:00,2025-06-11T08:30:00,Auto Lighting,0.5158,2.26,False,VERIFIED_CLEAN
29915,PRED_V60_1fdfb2685d3e,2026-07-21,2026-07-21T08:30:00,2026-07-21T08:30:00,Pharmaceuticals,-2.9039,-2.51,False,VERIFIED_CLEAN
8643,PRED_V60_424411f192c9,2025-01-24,2025-01-24T08:30:00,2025-01-24T08:30:00,Internet & Digital Platforms,-0.5966,-8.64,False,VERIFIED_CLEAN
10071,PRED_V60_ce068b93950a,2025-02-07,2025-02-07T08:30:00,2025-02-07T08:30:00,Housing & Urban Infrastructure Financing,-0.6025,-13.73,False,VERIFIED_CLEAN
16372,PRED_V60_e60f186eab3f,2025-04-23,2025-04-23T08:30:00,2025-04-23T08:30:00,"Hotels, Resorts & QSR",-1.9908,-3.49,False,VERIFIED_CLEAN
23096,PRED_V60_c6aacdd86d51,2025-07-02,2025-07-02T08:30:00,2025-07-02T08:30:00,Batteries,-0.8901,18.3,False,VERIFIED_CLEAN
26180,PRED_V60_d608d46fbfc0,2025-08-04,2025-08-04T08:30:00,2025-08-04T08:30:00,Saw Pipes & Ductile Iron Pipes,-0.0775,30.96,False,VERIFIED_CLEAN
14958,PRED_V60_42164cfd2c7b,2025-04-03,2025-04-03T08:30:00,2025-04-03T08:30:00,Ceramics & Tiles,-3.0,-2.33,False,VERIFIED_CLEAN
22747,PRED_V60_8931d420c463,2025-06-30,2025-06-30T08:30:00,2025-06-30T08:30:00,Steel Manufacturing & Mining,1.0404,3.89,False,VERIFIED_CLEAN
25954,PRED_V60_049e54b0da95,2025-07-31,2025-07-31T08:30:00,2025-07-31T08:30:00,Power Sector Financing NBFC,-0.5459,-1.07,False,VERIFIED_CLEAN
29303,PRED_V60_3b721cf042ef,2026-07-15,2026-07-15T08:30:00,2026-07-15T08:30:00,Capital Goods,-1.8376,-1.43,False,VERIFIED_CLEAN
26768,PRED_V60_c3d2c81af526,2025-08-08,2025-08-08T08:30:00,2025-08-08T08:30:00,Civil Construction & Infrastructure EPC,-3.2396,-32.03,False,VERIFIED_CLEAN
8604,PRED_V60_efacf67c322e,2025-01-23,2025-01-23T08:30:00,2025-01-23T08:30:00,Power,-0.5312,-15.61,False,VERIFIED_CLEAN
18140,PRED_V60_2536ad00cf7d,2025-05-13,2025-05-13T08:30:00,2025-05-13T08:30:00,IT Consulting & Software,-3.7657,3.82,False,VERIFIED_CLEAN
