symbol,company_name,series,inferred_sme_status,current_macro_sector,current_industry,exposure_v3_sector,exposure_v3_industry,exposure_v3_confidence,v3_master_industry,primary_conflict,all_conflicts,conflict_count,review_status
PAR,Par Drugs And Chemicals Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
PARAS,Paras Defence and Space Technologies Limited,EQ,NON_SME,DEFENCE & AEROSPACE,Defence Electronics & Radars,DEFENCE & AEROSPACE,Defence Electronics & Radars,HIGH,nan,TECH_NAME_WRONG_INDUSTRY,"TECH_NAME_WRONG_INDUSTRY: Name implies 'Tech' but stocks.industry='Defence Electronics & Radars' (exp_v3='Defence Electronics & Radars', aligned=False)",1,REVIEW_REQUIRED
PARSVNATH,Parsvnath Developers Limited,BE,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,HIGH,nan,LIKELY_REAL_ESTATE_IN_WRONG_SECTOR,"LIKELY_REAL_ESTATE_IN_WRONG_SECTOR: Name implies 'Likely' but stocks.industry='Precision Auto Engine Components' (exp_v3='Precision Auto Engine Components', aligned=False)",1,REVIEW_REQUIRED
PPLPHARMA,Piramal Pharma Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
PREMIERPOL,Premier Polyfilm Limited,EQ,NON_SME,MEDIA & ENTERTAINMENT,Music Labels & VFX Studios,MEDIA & ENTERTAINMENT,Music Labels & VFX Studios,HIGH,nan,MEDIA_NAME_WRONG_INDUSTRY,"MEDIA_NAME_WRONG_INDUSTRY: Name implies 'Media' but stocks.industry='Music Labels & VFX Studios' (exp_v3='Music Labels & VFX Studios', aligned=False)",1,REVIEW_REQUIRED
PRESTIGE,Prestige Estates Projects Limited,EQ,NON_SME,TEA & COFFEE,Tea Plantations & Packaging,TEA & COFFEE,Tea Plantations & Packaging,HIGH,nan,LIKELY_REAL_ESTATE_IN_WRONG_SECTOR,"LIKELY_REAL_ESTATE_IN_WRONG_SECTOR: Name implies 'Likely' but stocks.industry='Tea Plantations & Packaging' (exp_v3='Tea Plantations & Packaging', aligned=False)",1,REVIEW_REQUIRED
PROTEAN,Protean eGov Technologies Limited,EQ,NON_SME,TEA & COFFEE,Tea Plantations & Packaging,TEA & COFFEE,Tea Plantations & Packaging,HIGH,nan,TECH_NAME_WRONG_INDUSTRY,"TECH_NAME_WRONG_INDUSTRY: Name implies 'Tech' but stocks.industry='Tea Plantations & Packaging' (exp_v3='Tea Plantations & Packaging', aligned=False)",1,REVIEW_REQUIRED
QMSMEDI,QMS Medical Allied Services Limited,BE,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
RADAAN,Radaan Mediaworks India Limited,EQ,NON_SME,PAPER & PACKAGING,Paperboard & Packaging Cartons,PAPER & PACKAGING,Paperboard & Packaging Cartons,HIGH,nan,MEDIA_NAME_WRONG_INDUSTRY,"MEDIA_NAME_WRONG_INDUSTRY: Name implies 'Media' but stocks.industry='Paperboard & Packaging Cartons' (exp_v3='Paperboard & Packaging Cartons', aligned=False)",1,REVIEW_REQUIRED
RAJTV,Raj Television Network Limited,EQ,NON_SME,AUTO ANCILLARIES,Auto Lighting & Electricals,AUTO ANCILLARIES,Auto Lighting & Electricals,HIGH,nan,MEDIA_NAME_WRONG_INDUSTRY,"MEDIA_NAME_WRONG_INDUSTRY: Name implies 'Media' but stocks.industry='Auto Lighting & Electricals' (exp_v3='Auto Lighting & Electricals', aligned=False)",1,REVIEW_REQUIRED
RPGLIFE,RPG Life Sciences Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
RUSTOMJEE,Keystone Realtors Limited,EQ,NON_SME,REAL ESTATE,Residential Townships & Commercial REITs,REAL ESTATE,Residential Townships & Commercial REITs,HIGH,nan,LIKELY_REAL_ESTATE_IN_WRONG_SECTOR,"LIKELY_REAL_ESTATE_IN_WRONG_SECTOR: Name implies 'Likely' but stocks.industry='Residential Townships & Commercial REITs' (exp_v3='Residential Townships & Commercial REITs', aligned=False)",1,REVIEW_REQUIRED
SAILIFE,Sai Life Sciences Limited,EQ,NON_SME,PHARMACEUTICALS,CDMO & Sterile Injectables,PHARMACEUTICALS,CDMO & Sterile Injectables,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='CDMO & Sterile Injectables' (exp_v3='CDMO & Sterile Injectables', aligned=False)",1,REVIEW_REQUIRED
SAKAR,Sakar Healthcare Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
SAMBHAAV,Sambhaav Media Limited,EQ,NON_SME,PAPER & PACKAGING,Paperboard & Packaging Cartons,PAPER & PACKAGING,Paperboard & Packaging Cartons,HIGH,nan,MEDIA_NAME_WRONG_INDUSTRY,"MEDIA_NAME_WRONG_INDUSTRY: Name implies 'Media' but stocks.industry='Paperboard & Packaging Cartons' (exp_v3='Paperboard & Packaging Cartons', aligned=False)",1,REVIEW_REQUIRED
SANDHAR,Sandhar Technologies Limited,EQ,NON_SME,AUTO ANCILLARIES,Auto Body & Closure Systems,AUTO ANCILLARIES,Auto Body & Closure Systems,HIGH,nan,TECH_NAME_WRONG_INDUSTRY,"TECH_NAME_WRONG_INDUSTRY: Name implies 'Tech' but stocks.industry='Auto Body & Closure Systems' (exp_v3='Auto Body & Closure Systems', aligned=False)",1,REVIEW_REQUIRED
SANOFICONR,Sanofi Consumer Healthcare India Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
SCI,Shipping Corporation Of India Limited,EQ,NON_SME,SHIPBUILDING & PORTS,Marine Offshore Vessels & Tugs,SHIPBUILDING & PORTS,Marine Offshore Vessels & Tugs,HIGH,nan,LOGISTICS_NAME_WRONG_INDUSTRY,"LOGISTICS_NAME_WRONG_INDUSTRY: Name implies 'Logistics' but stocks.industry='Marine Offshore Vessels & Tugs' (exp_v3='Marine Offshore Vessels & Tugs', aligned=False)",1,REVIEW_REQUIRED
SCILAL,Shipping Corporation of India Land and Assets Limited,EQ,NON_SME,SHIPBUILDING & PORTS,Marine Offshore Vessels & Tugs,SHIPBUILDING & PORTS,Marine Offshore Vessels & Tugs,HIGH,nan,LOGISTICS_NAME_WRONG_INDUSTRY,"LOGISTICS_NAME_WRONG_INDUSTRY: Name implies 'Logistics' but stocks.industry='Marine Offshore Vessels & Tugs' (exp_v3='Marine Offshore Vessels & Tugs', aligned=False)",1,REVIEW_REQUIRED
SENORES,Senores Pharmaceuticals Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
SHADOWFAX,Shadowfax Technologies Limited,EQ,NON_SME,LOGISTICS & SUPPLY CHAIN,Last Mile & Quick Commerce Logistics,LOGISTICS & SUPPLY CHAIN,Last Mile & Quick Commerce Logistics,HIGH,nan,TECH_NAME_WRONG_INDUSTRY,"TECH_NAME_WRONG_INDUSTRY: Name implies 'Tech' but stocks.industry='Last Mile & Quick Commerce Logistics' (exp_v3='Last Mile & Quick Commerce Logistics', aligned=False)",1,REVIEW_REQUIRED
SHEMAROO,Shemaroo Entertainment Limited,BE,NON_SME,PAPER & PACKAGING,Paperboard & Packaging Cartons,PAPER & PACKAGING,Paperboard & Packaging Cartons,HIGH,nan,MEDIA_NAME_WRONG_INDUSTRY,"MEDIA_NAME_WRONG_INDUSTRY: Name implies 'Media' but stocks.industry='Paperboard & Packaging Cartons' (exp_v3='Paperboard & Packaging Cartons', aligned=False)",1,REVIEW_REQUIRED
SHILCTECH,Shilchar Technologies Limited,EQ,NON_SME,EMS & ELECTRONICS,Power Transformers & Electrical Equipment,EMS & ELECTRONICS,Power Transformers & Electrical Equipment,HIGH,nan,TECH_NAME_WRONG_INDUSTRY,"TECH_NAME_WRONG_INDUSTRY: Name implies 'Tech' but stocks.industry='Power Transformers & Electrical Equipment' (exp_v3='Power Transformers & Electrical Equipment', aligned=False)",1,REVIEW_REQUIRED
SHREEJISPG,Shreeji Shipping Global Limited,EQ,NON_SME,SHIPBUILDING & PORTS,Marine Offshore Vessels & Tugs,SHIPBUILDING & PORTS,Marine Offshore Vessels & Tugs,HIGH,nan,LOGISTICS_NAME_WRONG_INDUSTRY,"LOGISTICS_NAME_WRONG_INDUSTRY: Name implies 'Logistics' but stocks.industry='Marine Offshore Vessels & Tugs' (exp_v3='Marine Offshore Vessels & Tugs', aligned=False)",1,REVIEW_REQUIRED
SHRIPISTON,SPR Auto Technologies Limited,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,HIGH,nan,TECH_NAME_WRONG_INDUSTRY,"TECH_NAME_WRONG_INDUSTRY: Name implies 'Tech' but stocks.industry='Precision Auto Engine Components' (exp_v3='Precision Auto Engine Components', aligned=False)",1,REVIEW_REQUIRED
SHUKRAPHAR,Shukra Pharmaceuticals Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
SILLYMONKS,Silly Monks Entertainment Limited,EQ,NON_SME,PAPER & PACKAGING,Paperboard & Packaging Cartons,PAPER & PACKAGING,Paperboard & Packaging Cartons,HIGH,nan,MEDIA_NAME_WRONG_INDUSTRY,"MEDIA_NAME_WRONG_INDUSTRY: Name implies 'Media' but stocks.industry='Paperboard & Packaging Cartons' (exp_v3='Paperboard & Packaging Cartons', aligned=False)",1,REVIEW_REQUIRED
SMSPHARMA,SMS Pharmaceuticals Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
SOLARA,Solara Active Pharma Sciences Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
SOTL,Savita Oil Technologies Limited,EQ,NON_SME,OIL & GAS,Refining & Petrochemicals,OIL & GAS,Refining & Petrochemicals,HIGH,nan,TECH_NAME_WRONG_INDUSTRY,"TECH_NAME_WRONG_INDUSTRY: Name implies 'Tech' but stocks.industry='Refining & Petrochemicals' (exp_v3='Refining & Petrochemicals', aligned=False)",1,REVIEW_REQUIRED
SPARC,Sun Pharma Advanced Research Company Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
STAR,Strides Pharma Science Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
STARHEALTH,Star Health and Allied Insurance Company Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,INSURANCE_NAME_WRONG_INDUSTRY,"INSURANCE_NAME_WRONG_INDUSTRY: Name implies 'Insurance' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
STLTECH,Sterlite Technologies Limited,BE,NON_SME,TELECOM,Optical Fibre Cables & Telecom Infra,TELECOM,Optical Fibre Cables & Telecom Infra,HIGH,nan,TECH_NAME_WRONG_INDUSTRY,"TECH_NAME_WRONG_INDUSTRY: Name implies 'Tech' but stocks.industry='Optical Fibre Cables & Telecom Infra' (exp_v3='Optical Fibre Cables & Telecom Infra', aligned=False)",1,REVIEW_REQUIRED
SUDEEPPHRM,Sudeep Pharma Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
SUNLOC,Sunil Healthcare Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
SURAJEST,Suraj Estate Developers Limited,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,HIGH,nan,LIKELY_REAL_ESTATE_IN_WRONG_SECTOR,"LIKELY_REAL_ESTATE_IN_WRONG_SECTOR: Name implies 'Likely' but stocks.industry='Precision Auto Engine Components' (exp_v3='Precision Auto Engine Components', aligned=False)",1,REVIEW_REQUIRED
SUVEN,Suven Life Sciences Limited,EQ,NON_SME,PHARMACEUTICALS,CDMO & Sterile Injectables,PHARMACEUTICALS,CDMO & Sterile Injectables,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='CDMO & Sterile Injectables' (exp_v3='CDMO & Sterile Injectables', aligned=False)",1,REVIEW_REQUIRED
TATVA,Tatva Chintan Pharma Chem Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
TEAMLEASE,Teamlease Services Limited,EQ,NON_SME,TEA & COFFEE,Tea Plantations & Packaging,TEA & COFFEE,Tea Plantations & Packaging,HIGH,nan,STAFFING_NAME_WRONG_INDUSTRY,"STAFFING_NAME_WRONG_INDUSTRY: Name implies 'Staffing' but stocks.industry='Tea Plantations & Packaging' (exp_v3='Tea Plantations & Packaging', aligned=False)",1,REVIEW_REQUIRED
THAKDEV,Thakkers Developers Limited,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,HIGH,nan,LIKELY_REAL_ESTATE_IN_WRONG_SECTOR,"LIKELY_REAL_ESTATE_IN_WRONG_SECTOR: Name implies 'Likely' but stocks.industry='Precision Auto Engine Components' (exp_v3='Precision Auto Engine Components', aligned=False)",1,REVIEW_REQUIRED
THYROCARE,Thyrocare Technologies Limited,EQ,NON_SME,AUTO ANCILLARIES,Precision Auto Engine Components,AUTO ANCILLARIES,Precision Auto Engine Components,HIGH,nan,TECH_NAME_WRONG_INDUSTRY,"TECH_NAME_WRONG_INDUSTRY: Name implies 'Tech' but stocks.industry='Precision Auto Engine Components' (exp_v3='Precision Auto Engine Components', aligned=False)",1,REVIEW_REQUIRED
TIPSFILMS,Tips Films Limited,EQ,NON_SME,MEDIA & ENTERTAINMENT,Music Labels & VFX Studios,MEDIA & ENTERTAINMENT,Music Labels & VFX Studios,HIGH,nan,MEDIA_NAME_WRONG_INDUSTRY,"MEDIA_NAME_WRONG_INDUSTRY: Name implies 'Media' but stocks.industry='Music Labels & VFX Studios' (exp_v3='Music Labels & VFX Studios', aligned=False)",1,REVIEW_REQUIRED
TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
TOUCHWOOD,Touchwood Entertainment Limited,EQ,NON_SME,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,CONSTRUCTION & INFRASTRUCTURE,Civil & Commercial Construction,HIGH,nan,MEDIA_NAME_WRONG_INDUSTRY,"MEDIA_NAME_WRONG_INDUSTRY: Name implies 'Media' but stocks.industry='Civil & Commercial Construction' (exp_v3='Civil & Commercial Construction', aligned=False)",1,REVIEW_REQUIRED
TPHQ,Teamo Productions HQ Limited,EQ,NON_SME,TEA & COFFEE,Tea Plantations & Packaging,TEA & COFFEE,Tea Plantations & Packaging,HIGH,nan,MEDIA_NAME_WRONG_INDUSTRY,"MEDIA_NAME_WRONG_INDUSTRY: Name implies 'Media' but stocks.industry='Tea Plantations & Packaging' (exp_v3='Tea Plantations & Packaging', aligned=False)",1,REVIEW_REQUIRED
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,BE,NON_SME,SHIPBUILDING & PORTS,Marine Offshore Vessels & Tugs,SHIPBUILDING & PORTS,Marine Offshore Vessels & Tugs,HIGH,nan,LOGISTICS_NAME_WRONG_INDUSTRY,"LOGISTICS_NAME_WRONG_INDUSTRY: Name implies 'Logistics' but stocks.industry='Marine Offshore Vessels & Tugs' (exp_v3='Marine Offshore Vessels & Tugs', aligned=False)",1,REVIEW_REQUIRED
TTKHLTCARE,TTK Healthcare Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
UNICHEMLAB,Unichem Laboratories Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ,NON_SME,TEA & COFFEE,Tea Plantations & Packaging,TEA & COFFEE,Tea Plantations & Packaging,HIGH,nan,LIKELY_REAL_ESTATE_IN_WRONG_SECTOR,"LIKELY_REAL_ESTATE_IN_WRONG_SECTOR: Name implies 'Likely' but stocks.industry='Tea Plantations & Packaging' (exp_v3='Tea Plantations & Packaging', aligned=False)",1,REVIEW_REQUIRED
VAISHALI,Vaishali Pharma Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
VALIANTLAB,Valiant Laboratories Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
VINEETLAB,Vineet Laboratories Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
WAAREERTL,Waaree Renewable Technologies Limited,EQ,NON_SME,RENEWABLE ENERGY,Renewable Energy & Solar,RENEWABLE ENERGY,Renewable Energy & Solar,HIGH,nan,TECH_NAME_WRONG_INDUSTRY,"TECH_NAME_WRONG_INDUSTRY: Name implies 'Tech' but stocks.industry='Renewable Energy & Solar' (exp_v3='Renewable Energy & Solar', aligned=False)",1,REVIEW_REQUIRED
ZEEL,Zee Entertainment Enterprises Limited,EQ,NON_SME,PAPER & PACKAGING,Paperboard & Packaging Cartons,PAPER & PACKAGING,Paperboard & Packaging Cartons,HIGH,nan,MEDIA_NAME_WRONG_INDUSTRY,"MEDIA_NAME_WRONG_INDUSTRY: Name implies 'Media' but stocks.industry='Paperboard & Packaging Cartons' (exp_v3='Paperboard & Packaging Cartons', aligned=False)",1,REVIEW_REQUIRED
ZEEMEDIA,Zee Media Corporation Limited,EQ,NON_SME,PAPER & PACKAGING,Paperboard & Packaging Cartons,PAPER & PACKAGING,Paperboard & Packaging Cartons,HIGH,nan,MEDIA_NAME_WRONG_INDUSTRY,"MEDIA_NAME_WRONG_INDUSTRY: Name implies 'Media' but stocks.industry='Paperboard & Packaging Cartons' (exp_v3='Paperboard & Packaging Cartons', aligned=False)",1,REVIEW_REQUIRED
ZENTEC,Zen Technologies Limited,EQ,NON_SME,DEFENCE & AEROSPACE,Defence Electronics & Radars,DEFENCE & AEROSPACE,Defence Electronics & Radars,HIGH,nan,TECH_NAME_WRONG_INDUSTRY,"TECH_NAME_WRONG_INDUSTRY: Name implies 'Tech' but stocks.industry='Defence Electronics & Radars' (exp_v3='Defence Electronics & Radars', aligned=False)",1,REVIEW_REQUIRED
ZIMLAB,Zim Laboratories Limited,EQ,NON_SME,PHARMACEUTICALS,Finished Formulations,PHARMACEUTICALS,Finished Formulations,HIGH,nan,PHARMA_HEALTH_NAME_WRONG_INDUSTRY,"PHARMA_HEALTH_NAME_WRONG_INDUSTRY: Name implies 'Pharma' but stocks.industry='Finished Formulations' (exp_v3='Finished Formulations', aligned=False)",1,REVIEW_REQUIRED
